"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.709027160119672E9,"2024-02-27 11:46:00.120 UTC+02:00"
"PAUSE",4.255595583352260E0,1.709027164375196E9,"2024-02-27 11:46:04.375 UTC+02:00"
