Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.02740012528,0.2009822506,-0.1418008268,-0.1502167243,0.2882124282
0.03738712519,0.1048016927,-0.06681817979,0.1522492164,0.1965397869
0.04737312486,0.06104507759,0.03953857988,0.3764922756,0.3834530406
0.05736012524,-0.03814007208,0.04559132516,0.6254456681,0.6282638918
0.06734712515,-0.05517768905,-0.03016081542,0.6640063012,0.6669772261
0.07733412506,0.0673257181,-0.0369292599,0.5135556883,0.5192648337
0.08732112497,0.07236192495,-0.01071677685,0.2680808043,0.2778820166
0.09730712511,-0.0490582855,0.06194569498,0.009041549563,0.07953448386
0.107294125,-0.005501645207,0.0756319803,-0.1880458707,0.2027602378
0.1172811249,-0.02349265069,0.12167588,-0.315630362,0.3390861982
0.1272681248,-0.06693760917,0.1742195445,-0.3719086432,0.4161119226
0.1372551252,-0.1215182975,0.1501649764,-0.2663465202,0.3290238374
0.1472411249,-0.1955253366,0.08475802213,-0.05385636449,0.2198057951
0.1572281253,-0.1933355543,0.05830375671,0.09853201568,0.224692062
0.1672151252,-0.04349042058,0.02348534167,0.141802581,0.150169737
0.1772021251,0.01353601187,-0.01259519488,0.12068887,0.1220969528
0.187189125,-0.02335962653,0.01151229054,-0.03405009091,0.04286739642
0.1971751251,-0.001634589136,0.06268244416,-0.1638875145,0.1754732974
0.207162125,0.00020172894,0.1040830699,-0.2295611018,0.2520548067
0.2171491249,-0.004719287753,0.1017699113,-0.1511008233,0.1822384299
0.2271361249,0.00299596712,0.0958101368,-0.07057355404,0.1190343844
0.2371231252,0.02656887084,0.07963264525,-0.003945116401,0.08404062726
0.2471091249,0.005624582916,0.07634007812,0.01288667858,0.07762415825
0.2570961253,-0.0094214724,0.06341773152,-0.02273222029,0.06802445629
0.2670831252,-0.002437704206,0.05706239283,-0.06404981554,0.08581630351
0.2770701251,-0.0340389812,0.02485709846,-0.02865661919,0.05096792529
0.2870561252,-0.03573788971,-0.007440581918,0.02115288734,0.04219008963
0.2970431251,0.02531347364,0.007308727205,0.05080236375,0.05722822384
0.3070301251,0.08584063411,0.008008931279,0.06637057543,0.1088017037
0.317017125,0.07904675424,0.002326022387,0.1047932142,0.1312837289
0.3270041249,0.07461076409,-0.01173828542,0.08911682904,0.1168176471
0.336990125,0.0379028213,0.02194518507,0.05768102825,0.07242455405
0.3469771249,-0.001284633279,0.03899566591,-0.03986514688,0.05578119914
0.3569641248,-0.03699504107,0.03013596475,-0.1419394058,0.1497451313
0.3669511252,-0.07891095266,0.01054662287,-0.2342435521,0.2474029333
0.3769381251,-0.08938404679,-0.003874365091,-0.2705313724,0.2849416466
0.3869241253,-0.0497143431,0.01301999509,-0.2260293835,0.2317980121
0.3969111252,0.05382859021,0.05231416136,-0.2588772869,0.269539864
0.4068981251,0.1057675065,0.1033252707,-0.2263562429,0.2703701642
0.416885125,0.04998492301,0.07501568377,-0.1916553569,0.2117961783
0.4268721249,-0.08646745563,0.0588376075,-0.1826991767,0.2105171587
0.436858125,-0.1427448598,0.003524701595,-0.1446285403,0.2032386114
0.4468451249,-0.07929087549,-0.06747277558,-0.1214110011,0.159938268
0.4568321249,-0.05716822743,-0.1547079706,-0.06034969747,0.175627015
0.4668191252,-0.03527362078,-0.2592056081,0.02386716485,0.2626812082
0.4768061251,0.03124927461,-0.3735049331,0.09760757089,0.3873108443
0.4867921253,0.0580451636,-0.4924431467,0.11891424,0.5099118455
0.4967791252,0.1066157913,-0.511738666,0.06968185365,0.5273508794
0.5067661251,0.06795692503,-0.4803306395,-0.02397183001,0.485705997
0.516753125,-0.03814474985,-0.4103494084,-0.1867571443,0.4524598213
0.5267401249,-0.1324651623,-0.3726535785,-0.2978548265,0.4951113071
0.5367261251,-0.230230608,-0.3735394317,-0.3218757731,0.5441891704
0.546713125,-0.1570313618,-0.4078503084,-0.3667169005,0.5705103047
0.5567001249,-0.1579525906,-0.4760978401,-0.4715153772,0.6884365803
0.5666871252,-0.1001654354,-0.4353874782,-0.5307886022,0.693780881
0.5766741252,0.06187260479,-0.4317513871,-0.6221770746,0.7598301071
0.5866601253,0.2191460413,-0.4825873724,-0.6261789089,0.8203752711
0.5966471252,0.2790004796,-0.4647786538,-0.6013194716,0.8095959311
0.6066341251,0.2348981479,-0.3760294685,-0.4867643309,0.6584184193
0.616621125,0.06359066293,-0.3108157647,-0.3103251833,0.4437926671
0.6266081249,-0.1610239868,-0.3308129498,0.01617983043,0.3682766881
0.6365941251,-0.2993650161,-0.2463089892,0.2856014013,0.4815139577
0.646581125,-0.1787808113,-0.1710002138,0.344054262,0.4237652497
0.6565681249,-0.05955067545,-0.06792608097,0.2613261008,0.2764987638
0.6665551253,0.1285003115,0.1265483648,0.1086938918,0.210573457
0.6765421252,0.2229151565,0.3083770372,0.02621365249,0.3814114834
0.6865281248,-0.107613034,0.3148952208,-0.1149638611,0.3520742174
0.6965151252,-0.351609157,0.3378268312,-0.3618859309,0.6072210423
0.7065021251,-0.268684237,0.4439090641,-0.5015069157,0.7216340228
0.716489125,-0.02593371704,0.5034910221,-0.3974943048,0.6420105057
0.726476125,0.2136531669,0.5583665563,-0.03704795837,0.5989936879
0.7364621251,0.3071744111,0.6310667427,0.4785881692,0.8494986688
0.746449125,0.2946248245,0.8629826644,0.9714043683,1.3323548
0.7564361249,0.2415685053,1.174722874,1.299769381,1.768538837
0.7664231253,-0.02929381952,1.423265499,1.011652508,1.746420226
0.7764101252,-0.4035132824,1.229436733,0.1490548825,1.302518716
0.7863961249,-1.974886708,0.7729313041,-0.0995383215,2.123089303
0.7963831252,-0.7750487271,0.3535841272,0.4314473319,0.9549183549
0.8063701252,0.9112686789,0.5791330889,-0.2336307639,1.104712213
0.8163571251,0.8932645172,1.107230291,-0.4681140518,1.497668582
0.826344125,1.116417217,1.122731698,0.1561972564,1.59100957
0.8363301251,0.3201678014,0.6530987589,0.1593202543,0.7445994583
0.846317125,-0.1155363035,0.3482792408,0.1836990505,0.4103564404
0.8563041249,-0.0738994503,0.3004753292,0.2128088289,0.375545137
0.8662911248,0.3281046657,0.3982814131,0.07197279274,0.5210190386
0.8762781252,1.233745546,0.4771667842,-0.09189484119,1.325994296
0.8862641249,1.861402631,0.3396348634,-0.679710753,2.010516924
0.8962511253,1.926697026,0.1252456782,-1.394554501,2.381728399
0.9062381252,1.659032105,-0.09722808659,-1.447705107,2.204016992
0.9162251251,1.271275022,-0.3227608223,-0.66530029,1.470693444
0.926212125,1.026714935,-0.6897333191,1.956269612,2.314490528
0.9361981666,-0.7521101001,-0.8208682398,3.071030166,3.266606887
0.9461851669,-1.216284737,-1.244559533,1.40181265,2.234581772
0.9561721669,-0.2510201274,-1.082791341,1.571667833,1.924990382
0.9661591668,-0.4439469979,-0.6647695821,0.2286483514,0.8314370709
0.9761461667,-0.4435894772,-0.3941268933,-0.5647743738,0.8191933383
0.9861321668,0.3394478256,-0.3945142713,-0.4147155243,0.665473743
0.9961191667,1.599929911,-0.2979572989,-0.4177484751,1.680198816
1.006106167,1.362233432,-0.2694269796,-0.1115017247,1.39309133
1.016093167,1.022495731,-0.1170736096,0.2584773374,1.061138202
1.026080167,1.239245291,-0.01740124069,-0.2299663138,1.260522193
1.036066167,0.7018766704,0.187002435,-0.1021701533,0.7335117664
1.046053167,-0.5913581185,0.8628168958,-0.04229115665,1.046874377
1.056040167,-2.36929149,1.375510266,-0.4367905176,2.774230815
1.066027167,-0.6917374523,0.9782438564,-0.6502337694,1.363182196
1.076014167,0.1521145843,0.8416281943,-1.160394564,1.441524335
1.086000167,0.5932375232,0.3166397376,-0.6323009437,0.9230362755
1.095987167,0.9628162703,-0.04716316637,-0.272848624,1.001841258
1.105974167,1.400012585,-0.3809348073,0.2886331826,1.479342989
1.115961167,1.59611738,-0.5122687892,0.3785908413,1.71852874
1.125948167,1.360580424,-0.3592801923,0.168224979,1.417237098
1.135934167,0.9059816265,-0.1057132005,0.01911922574,0.9123286322
1.145921167,0.591619087,0.1972153281,-0.326674583,0.7040051938
1.155908167,0.5802009366,0.5361196184,-0.359873904,0.8680821383
1.165895167,0.2558745955,0.5295728199,-0.2145249867,0.626051236
