"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.263874963E-3,-9.570925405E-2,6.234994772E-2,2.527289397E-1,2.773439998E-1
1.925087487E-2,-1.351678641E-1,-3.048831431E-2,2.635065275E-1,2.977172801E-1
2.923787478E-2,-1.722840796E-1,7.502818219E-3,-1.326616287E-2,1.729568948E-1
3.922587493E-2,-1.113369931E-2,3.601163305E-2,1.677086699E-1,1.718923935E-1
4.921287484E-2,8.913991640E-2,1.036907491E-1,-4.768930614E-2,1.448170089E-1
5.919987475E-2,-1.395592053E-1,4.135816030E-2,-3.083236814E-3,1.455911246E-1
6.918787491E-2,-9.588870876E-2,-1.257254834E-2,7.160968065E-2,1.203356132E-1
7.917487482E-2,-1.059888693E-2,8.470329585E-2,-2.044478953E-2,8.777798215E-2
8.916187473E-2,-8.257683482E-3,1.659315549E-2,8.778483331E-2,8.972011539E-2
9.914887464E-2,-5.791498083E-2,4.391162567E-2,2.372156918E-2,7.645317991E-2
1.091368748E-1,-3.214716026E-2,2.199576576E-2,5.741088688E-2,6.937768775E-2
1.191238747E-1,-2.441168452E-2,2.663417922E-2,4.394942701E-2,5.689342649E-2
1.291108746E-1,-1.323088772E-2,4.028074230E-2,4.425991416E-2,6.129057506E-2
1.390988748E-1,-2.456181864E-2,4.098055808E-2,3.709005833E-2,6.048439056E-2
1.490858747E-1,-2.584025752E-2,1.978623316E-2,2.820696831E-3,3.266757203E-2
1.590728750E-1,-4.180873395E-2,2.538972270E-2,9.561951756E-3,4.984013618E-2
1.690598750E-1,-4.634277003E-2,3.093621103E-2,2.377477884E-3,5.577054678E-2
1.790478746E-1,-3.913246335E-2,2.348504474E-2,1.974195421E-2,4.972566510E-2
1.890348750E-1,-2.041783295E-2,4.257437659E-2,-5.110466480E-3,4.749297119E-2
1.990218749E-1,-8.468204487E-2,1.585701845E-2,5.102046490E-2,1.001278263E-1
2.090088748E-1,-2.903738485E-2,1.331029565E-2,3.769758403E-2,4.941094546E-2
2.189968750E-1,-1.864836956E-3,4.624048030E-2,3.036283672E-2,5.534944886E-2
2.289838749E-1,-3.683468804E-2,1.811110181E-2,5.730739117E-2,7.049073225E-2
2.389708748E-1,-1.251337269E-2,2.514438633E-2,3.829926252E-2,4.749376980E-2
2.489588750E-1,-1.061506499E-2,4.024082591E-2,3.021957994E-2,5.143176729E-2
