X[s],a: EMG RMS 1-1,X[s].1,a: EMG RMS 1-2,X[s].2,a: EMG RMS 1-3,X[s].3,a: EMG RMS 1-4
14.010000000000153,9.725122e-06,14.010000000000153,5.394728e-06,14.010000000000153,5.908198e-06,14.010000000000153,0.0002703416
14.025000000000153,9.836022e-06,14.025000000000153,5.8867e-06,14.025000000000153,5.884307e-06,14.025000000000153,0.000271308
14.040000000000154,1.062102e-05,14.040000000000154,6.021555e-06,14.040000000000154,5.848288e-06,14.040000000000154,0.0002748227
14.055000000000154,1.081814e-05,14.055000000000154,5.929618e-06,14.055000000000154,5.790191e-06,14.055000000000154,0.0002760653
14.070000000000155,1.074628e-05,14.070000000000155,5.729046e-06,14.070000000000155,5.743781e-06,14.070000000000155,0.0002768479
14.085000000000155,1.070426e-05,14.085000000000155,5.53139e-06,14.085000000000155,5.812045e-06,14.085000000000155,0.000279049
14.100000000000156,1.114524e-05,14.100000000000156,5.495621e-06,14.100000000000156,6.176305e-06,14.100000000000156,0.0002739184
14.115000000000157,1.134939e-05,14.115000000000157,5.379038e-06,14.115000000000157,6.174023e-06,14.115000000000157,0.0002705563
14.130000000000157,1.211774e-05,14.130000000000157,5.368553e-06,14.130000000000157,6.391509e-06,14.130000000000157,0.0002486327
14.145000000000158,1.214793e-05,14.145000000000158,5.433755e-06,14.145000000000158,6.834577e-06,14.145000000000158,0.000246704
14.160000000000158,1.231606e-05,14.160000000000158,5.53139e-06,14.160000000000158,6.859265e-06,14.160000000000158,0.0002530725
14.175000000000159,1.228629e-05,14.175000000000159,5.699464e-06,14.175000000000159,6.955118e-06,14.175000000000159,0.0002466083
14.19000000000016,1.207115e-05,14.19000000000016,5.639834e-06,14.19000000000016,6.692956e-06,14.19000000000016,0.0002448189
14.20500000000016,1.209796e-05,14.20500000000016,5.614802e-06,14.20500000000016,6.448557e-06,14.20500000000016,0.0002907134
14.22000000000016,1.229087e-05,14.22000000000016,5.614802e-06,14.22000000000016,6.044903e-06,14.22000000000016,0.000313424
14.235000000000161,1.304697e-05,14.235000000000161,5.714275e-06,14.235000000000161,6.063518e-06,14.235000000000161,0.0003166813
14.250000000000162,1.274218e-05,14.250000000000162,5.828986e-06,14.250000000000162,6.64861e-06,14.250000000000162,0.0003267397
14.265000000000162,1.259317e-05,14.265000000000162,5.738873e-06,14.265000000000162,6.608231e-06,14.265000000000162,0.0003262022
14.280000000000163,1.22484e-05,14.280000000000163,5.397339e-06,14.280000000000163,6.597564e-06,14.280000000000163,0.0003325274
14.295000000000163,1.207232e-05,14.295000000000163,5.318464e-06,14.295000000000163,6.857212e-06,14.295000000000163,0.0003286483
14.310000000000164,1.228055e-05,14.310000000000164,5.360675e-06,14.310000000000164,6.879772e-06,14.310000000000164,0.0003337178
14.325000000000164,1.235945e-05,14.325000000000164,5.539025e-06,14.325000000000164,6.887957e-06,14.325000000000164,0.0003382071
14.340000000000165,1.24129e-05,14.340000000000165,5.384273e-06,14.340000000000165,7.063642e-06,14.340000000000165,0.0003463069
14.355000000000166,1.223113e-05,14.355000000000166,5.265225e-06,14.355000000000166,6.780777e-06,14.355000000000166,0.0003462485
14.370000000000166,1.225299e-05,14.370000000000166,5.219545e-06,14.370000000000166,6.816002e-06,14.370000000000166,0.0003580957
14.385000000000167,1.172064e-05,14.385000000000167,5.438937e-06,14.385000000000167,6.513761e-06,14.385000000000167,0.0003531526
14.400000000000167,1.180327e-05,14.400000000000167,5.176183e-06,14.400000000000167,6.705572e-06,14.400000000000167,0.0003610855
14.415000000000168,1.189955e-05,14.415000000000168,5.068936e-06,14.415000000000168,6.548272e-06,14.415000000000168,0.0003643368
14.430000000000168,1.213981e-05,14.430000000000168,4.993339e-06,14.430000000000168,6.737009e-06,14.430000000000168,0.0003849873
14.445000000000169,1.268567e-05,14.445000000000169,5.181623e-06,14.445000000000169,6.999535e-06,14.445000000000169,0.0004276003
14.46000000000017,1.287197e-05,14.46000000000017,5.376418e-06,14.46000000000017,7.219469e-06,14.46000000000017,0.0004067801
14.47500000000017,1.290367e-05,14.47500000000017,5.592176e-06,14.47500000000017,7.453716e-06,14.47500000000017,0.0004159187
14.49000000000017,1.225644e-05,14.49000000000017,5.487926e-06,14.49000000000017,7.360529e-06,14.49000000000017,0.0004202188
14.505000000000171,1.217919e-05,14.505000000000171,5.56693e-06,14.505000000000171,7.037669e-06,14.505000000000171,0.0004295339
14.520000000000172,1.247403e-05,14.520000000000172,5.564399e-06,14.520000000000172,7.164627e-06,14.520000000000172,0.0004895048
14.535000000000172,1.250674e-05,14.535000000000172,5.307859e-06,14.535000000000172,7.194059e-06,14.535000000000172,0.0004930547
14.550000000000173,1.256741e-05,14.550000000000173,5.373798e-06,14.550000000000173,6.896133e-06,14.550000000000173,0.000497033
14.565000000000174,1.294726e-05,14.565000000000174,5.216845e-06,14.565000000000174,6.873626e-06,14.565000000000174,0.0005193193
14.580000000000174,1.460867e-05,14.580000000000174,5.270573e-06,14.580000000000174,7.131124e-06,14.580000000000174,0.0005929079
14.595000000000175,1.466065e-05,14.595000000000175,5.294573e-06,14.595000000000175,6.861319e-06,14.595000000000175,0.0005972484
14.610000000000175,1.485158e-05,14.610000000000175,5.302549e-06,14.610000000000175,6.904299e-06,14.610000000000175,0.0006423851
14.625000000000176,1.560908e-05,14.625000000000176,5.235713e-06,14.625000000000176,6.877724e-06,14.625000000000176,0.0006466247
14.640000000000176,1.634269e-05,14.640000000000176,4.95937e-06,14.640000000000176,6.871577e-06,14.640000000000176,0.0007214774
