Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Labels
0.005492458586,-0.2661541468,0.3202069046,-0.4403128803,0.6060081882,freestyle
0.01548045827,-0.1563859022,0.2369627266,-0.2523862928,0.37987725,freestyle
0.02546845842,-0.05633941202,0.1474685329,-0.231721648,0.2803854841,freestyle
0.03545645857,-0.2465857087,0.0781375853,-0.3866851419,0.465226174,freestyle
0.04544445826,-0.5144955551,0.02724144682,-0.5057040471,0.7219309911,freestyle
0.05543245841,-0.3960096602,0.1005256969,-0.459904561,0.6151758057,freestyle
0.06541945832,-0.2209449737,0.1183111363,-0.3204484677,0.4068186658,freestyle
0.07540745847,-0.08404625153,0.155794164,-0.2133450186,0.2772213753,freestyle
0.08539545862,0.08611453962,0.1924878542,-0.2245687491,0.308055857,freestyle
0.09538345831,0.1787975307,0.1838833109,-0.254114145,0.3610479576,freestyle
0.1053714585,0.1525722203,0.08221484877,-0.07857079089,0.1902917049,freestyle
0.1153584584,0.0936306968,-0.03158673204,0.172744292,0.1990100989,freestyle
0.1253464585,0.1153714851,-0.07922173217,0.2495884001,0.2861486186,freestyle
0.1353344587,-0.04871742938,-0.1117434705,0.2413338858,0.2703738811,freestyle
0.1453224584,-0.1862337454,-0.04526603725,0.2852862364,0.3436862796,freestyle
0.1553104585,-0.05717323411,0.03024062991,0.2824392271,0.2897502224,freestyle
0.1652984587,-0.04624420334,0.07927492356,0.2275689554,0.2453786244,freestyle
0.1752854586,0.06020720813,0.1691584139,0.1300970399,0.2217311812,freestyle
0.1852734587,0.1506896544,0.2044628788,0.09687666893,0.2718410008,freestyle
0.1952614584,0.2403775006,0.1643545791,0.1581443793,0.3313659837,freestyle
0.2052494586,0.2387754366,0.03830297185,0.2567793059,0.3527271449,freestyle
0.2152374587,0.2246633643,0.08931499483,0.3244239897,0.4046006928,freestyle
0.2252244586,0.3645686334,0.2071895085,0.2888811046,0.5092053353,freestyle
0.2352124583,0.391449636,0.3348326913,0.2205610675,0.5603507233,freestyle
0.2452004584,0.4253085229,0.2981655694,0.1226552886,0.5336987599,freestyle
0.2551884586,0.3064746456,0.2632158844,0.04827578187,0.4068659009,freestyle
0.2651764583,0.03027556702,0.2684400792,-0.002961614728,0.2701582078,freestyle
0.2751644584,-0.02049032472,0.2308367084,-0.07922392488,0.244911963,freestyle
0.2851514583,0.08376940414,0.2600354376,-0.1414646119,0.3076491155,freestyle
0.2951394585,0.1532226317,0.2942887193,-0.1426890188,0.3611691864,freestyle
0.3051274586,0.1613304905,0.2677174182,-0.1937317032,0.3677391956,freestyle
0.3151154583,0.07395459685,0.1804448192,-0.2335582584,0.3042680977,freestyle
0.3251034585,0.01436887465,0.132597821,-0.2740619212,0.3047926892,freestyle
0.3350904584,0.06616584979,0.171670396,-0.3342549133,0.3815429093,freestyle
0.3450784585,0.07758458488,0.1451932351,-0.3571432543,0.3932578638,freestyle
0.3550664587,0.07964342605,0.07292245366,-0.3357547241,0.3526924926,freestyle
0.3650544584,0.04482800771,-0.01070435151,-0.2656898779,0.2696576434,freestyle
0.3750424585,0.04969252568,-0.05892652173,-0.2320023143,0.2444724032,freestyle
0.3850304587,0.03552311417,-0.1302317817,-0.2072662532,0.2473489607,freestyle
0.3950174586,-0.03607457969,-0.1803693536,-0.2482528961,0.3089724574,freestyle
0.4050054583,-0.02652995031,-0.1755073207,-0.2727240783,0.3253998782,freestyle
0.4149934584,-0.1124810968,-0.1975633836,-0.3096708798,0.3841605673,freestyle
0.4249814586,-0.235367058,-0.2660153485,-0.2127141041,0.4140158303,freestyle
0.4349694583,-0.2286068727,-0.3711515385,-0.03933831275,0.4376780433,freestyle
0.4449564586,-0.1391006191,-0.4473413431,0.02169083118,0.4689709497,freestyle
0.4549444583,-0.0227477885,-0.3788337931,0.02808300734,0.3805537544,freestyle
0.4649324585,0.08056520306,-0.368331536,-0.04886342704,0.3801927233,freestyle
0.4749204586,-0.05450814631,-0.4318328096,-0.05742082715,0.4390305967,freestyle
0.4849084583,-0.2049774703,-0.5845136236,-0.02156511605,0.6197878619,freestyle
0.4948964585,-0.4726039825,-0.769669508,0.1063976902,0.90943177,freestyle
0.5048834584,-0.6338454127,-0.817998938,0.2067136914,1.055278551,freestyle
0.5148714585,-0.5355357008,-0.7919275191,0.2273491001,0.982667439,freestyle
0.5248594587,-0.3138567188,-0.7357897172,0.3401869136,0.8692638748,freestyle
0.5348474584,-0.02181391964,-0.6721012596,0.5823078346,0.8895382873,freestyle
0.5448354585,0.04562725813,-0.7603989668,0.7995792586,1.104362,freestyle
0.5548224584,-0.6614201508,-1.11131786,0.8875558805,1.568521419,freestyle
0.5648104586,-1.053152025,-1.645987698,1.213620599,2.300278167,freestyle
0.5747984583,-0.7687487908,-1.836870638,1.289878816,2.37252098,freestyle
0.5847864584,-0.9353243434,-1.714239176,0.7777761608,2.101995085,freestyle
0.5947744586,-0.833909358,-1.177290532,0.288239665,1.471223953,freestyle
0.6047624587,-0.4513710249,-0.6360598263,-0.161603592,0.796507141,freestyle
0.6147494586,-0.05863887526,-0.5604816404,-0.04692390561,0.5654909724,freestyle
0.6247374583,0.3331570986,-0.5366961904,0.3888924658,0.7418044238,freestyle
0.6347254585,0.7302048223,-0.4459453569,0.6949544442,1.102283096,freestyle
0.6447134586,1.174986583,-0.3516610511,0.854315629,1.49469534,freestyle
0.6547014583,1.130935707,-0.3304517381,0.8013182205,1.424894668,freestyle
0.6646884587,0.7935841084,-0.5817046943,0.677616865,1.194705279,freestyle
0.6746764584,0.7137206443,-0.6005625495,-0.1236095542,0.9409313768,freestyle
0.6846644585,0.1131937627,-0.3968038948,-0.6748850459,0.7910347552,freestyle
0.6946524587,-0.5397088221,-0.7577995871,-1.013531218,1.375787541,freestyle
0.7046404583,-1.06380609,-1.31635267,-0.3295707089,1.724263495,freestyle
0.7146284585,-1.249218594,-1.890545154,-0.05473753989,2.266650452,freestyle
0.7246154584,-0.6929699723,-1.621594868,-0.2778883392,1.785216858,freestyle
0.7346034585,0.06080753446,-1.147927423,-0.3725600231,1.208402208,freestyle
0.7445911253,0.1411091743,-0.964245476,-0.1595816249,0.9874955352,freestyle
0.754579125,0.1066787951,-0.6484135312,-0.0420052278,0.6584716485,freestyle
0.7645671251,0.01150037684,-0.5536632022,0.1485970455,0.5733727253,freestyle
0.774554125,-0.2833054921,-0.6116988641,0.08401922643,0.6793355081,freestyle
0.7845421252,-0.5069452648,-0.540787341,-0.124548617,0.7516360873,freestyle
