"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.389316680E-2,-2.574195578E-2,2.524118744E-1,9.103763938E-2,2.695593708E-1
3.387916693E-2,-9.051668901E-2,1.145912473E-1,1.449010205E-1,2.057200299E-1
4.386616684E-2,-8.259411380E-3,1.172220558E-3,1.125647485E-2,1.401071745E-2
5.385216698E-2,1.809021080E-1,-1.647072941E-2,-1.315360397E-1,2.242734656E-1
6.383916689E-2,2.465820177E-1,-1.206836075E-2,-1.981732482E-1,3.165769623E-1
7.382516703E-2,2.332875689E-1,1.155760646E-2,-2.183052117E-1,3.197089825E-1
8.381216694E-2,1.848875702E-1,4.973860905E-2,-1.600979340E-1,2.495770248E-1
9.379816661E-2,5.967571450E-2,6.859105557E-2,-7.846144795E-2,1.200921422E-1
1.037851670E-1,2.911182493E-3,3.529905617E-2,3.052246571E-3,3.555016961E-2
1.137711667E-1,-4.678278672E-2,-1.494431376E-2,1.171279156E-1,1.270075205E-1
1.237581670E-1,-1.533223632E-1,-8.700963870E-2,2.368274367E-1,2.952383089E-1
1.337441667E-1,-2.191986297E-1,-1.471282250E-1,2.900955713E-1,3.922374208E-1
1.437311666E-1,-1.664657346E-1,-1.356244129E-1,1.912121379E-1,2.875185278E-1
1.537171667E-1,-2.423650788E-2,-6.572928205E-2,-6.173724174E-2,9.337683788E-2
1.637041667E-1,6.345255900E-2,1.011860669E-3,-6.674947500E-2,9.210181062E-2
1.736901668E-1,-4.471069794E-2,2.495840147E-2,7.684410810E-3,5.177855235E-2
1.836771667E-1,-1.337893922E-1,5.134776279E-2,4.123690367E-2,1.491196715E-1
1.936631668E-1,-1.153970484E-1,9.339319021E-2,3.569491267E-2,1.526856036E-1
2.036501667E-1,-4.076165294E-2,8.229502872E-2,-4.177250862E-3,9.193167858E-2
2.136361669E-1,9.401135053E-3,6.645243645E-2,4.249756336E-2,7.943771486E-2
2.236231668E-1,4.442009132E-2,5.536933154E-2,1.993614024E-1,2.116220124E-1
2.336091669E-1,3.615362674E-2,3.617526144E-3,2.499520969E-1,2.525791400E-1
2.435961668E-1,-4.927379195E-2,-8.373154342E-2,3.132938147E-3,9.720438899E-2
2.535821670E-1,-1.538468219E-2,-1.198329838E-1,-2.201687193E-1,2.511391992E-1
2.635681666E-1,1.085956220E-1,-3.565281272E-2,-1.884095675E-1,2.203685488E-1
2.735551670E-1,1.614355577E-1,1.495703146E-2,-3.851970255E-2,1.666400899E-1
2.835411667E-1,1.701851485E-1,3.377293289E-2,6.850597858E-2,1.865386417E-1
2.935281666E-1,1.922825439E-1,2.815229684E-2,1.762777644E-1,2.623718329E-1
3.035141667E-1,1.784575333E-1,1.627075464E-2,2.414940995E-1,3.007178557E-1
3.135011666E-1,2.170194089E-1,4.197131395E-2,2.637111801E-1,3.440967910E-1
3.234871668E-1,2.146797187E-1,4.021700308E-2,2.140215415E-1,3.057940633E-1
3.334741667E-1,1.847396722E-1,-3.846386164E-2,1.018906564E-1,2.144526078E-1
3.434601668E-1,1.119682960E-1,-9.396753296E-2,6.809316516E-2,1.612559323E-1
3.534471667E-1,3.671685979E-2,-9.026580691E-2,7.861581445E-3,9.776424783E-2
3.634331669E-1,2.564607058E-2,-4.796661034E-2,4.994399250E-2,7.384388282E-2
3.734201668E-1,1.876415357E-2,2.179841995E-3,7.188391507E-2,7.432457478E-2
3.834061669E-1,-3.645950921E-2,3.441437244E-2,1.230148923E-1,1.328394090E-1
3.933931668E-1,3.250548494E-2,1.041326250E-1,2.626744688E-1,2.844258896E-1
4.033791670E-1,5.962724657E-2,1.635366815E-1,3.912874854E-1,4.282587430E-1
4.133661669E-1,-1.984335772E-2,1.691077624E-1,5.114898670E-1,5.390854090E-1
4.233521670E-1,-5.407621066E-2,1.303103171E-1,4.012230742E-1,4.253057378E-1
4.333391669E-1,5.079560291E-2,1.827190572E-1,1.432532752E-1,2.376719335E-1
4.433251666E-1,1.349090883E-1,1.717309695E-1,-4.005500597E-1,4.562152324E-1
4.533121670E-1,2.232252782E-1,7.735091552E-2,-6.791494203E-1,7.190664948E-1
4.632981666E-1,4.358340958E-1,3.944327027E-2,-6.826437163E-1,8.108696406E-1
4.732851670E-1,6.511001806E-1,6.196586788E-2,-4.298814476E-1,7.826680477E-1
4.832711252E-1,1.325761278E0,4.899491630E-1,3.280241203E-1,1.450962774E0
