"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.709202499420085E9,"2024-02-29 12:28:19.420 UTC+02:00"
"PAUSE",4.431443874724209E0,1.709202503851492E9,"2024-02-29 12:28:23.851 UTC+02:00"
"START",4.431443874724209E0,1.709203122124358E9,"2024-02-29 12:38:42.124 UTC+02:00"
"PAUSE",8.939088791608810E0,1.709203126631966E9,"2024-02-29 12:38:46.632 UTC+02:00"
