Time (ms),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.631541669,-0.9850590786,-0.5746685936,-1.730892777,2.072818175
14.66854149,-0.7227684796,-0.5039969525,-1.61553306,1.840204953
24.704541550000002,-0.4753233764,-0.3650235468,-0.9754588276,1.144855636
34.741541600000005,0.05001708269,-0.4266863827,-0.1026057708,0.4416909802
44.778541659999995,0.322773613,-0.3224530394,0.5510509586,0.7154131163
54.81454148,0.2247815877,-0.1258822207,1.03185113,1.06352708
64.85154154,0.2559504631,-0.08122937366,1.206198143,1.235727645
74.8885416,0.2276870692,-0.007802232206,0.7012343538,0.7373139733
84.92454165000001,0.1623242614,0.07212993667,-0.2109517533,0.2757762423
94.96154147,0.04795973986,0.06887435317,-1.040604411,1.043983407
104.9975415,-0.1392195734,0.05225481212,-1.516154952,1.523429845
115.0345416,-0.2565293375,-0.001866577417,-1.615065867,1.635312979
125.0715416,-0.2151865992,-0.1124523358,-1.457538369,1.477622719
135.10754150000002,-0.03177376986,-0.2087589012,-1.119995567,1.139728003
145.1445415,0.1685436523,-0.2554885331,-0.5495809686,0.6290632674
155.1805416,0.2952852675,-0.1724067615,-0.04781677544,0.3452592137
165.21754159999998,0.3818775612,0.003554522395,0.356732195,0.5225906288
175.2545414,0.5223522395,0.152112684,0.678692168,0.8698351508
185.2905415,0.5991007456,0.2170169239,0.7140982282,0.9570550288
195.3275416,0.5650787213,0.1745197991,0.4919262528,0.7692610479
205.3635416,0.4888362917,0.1641295892,0.1786213285,0.5457151465
215.4005417,0.2828277746,0.03475570366,-0.1261460763,0.3116285314
225.4375415,0.1035334316,-0.05271111421,-0.3513568497,0.3700665735
235.47354149999998,-0.02282548338,-0.01675680444,-0.2507555044,0.2523491949
245.51054159999998,-0.08170811445,0.2316174214,0.3464352483,0.4246648409
255.5465417,0.2457830322,0.6351988238,1.628544284,1.765231806
265.5845415,1.159470412,0.7612425739,2.969980339,3.277902547
275.62154150000003,2.369834989,0.3853790932,3.315117506,4.09324309
285.6575416,2.98682032,-0.5199615323,2.225993484,3.761183672
295.6945417,2.88657127,-1.135976592,0.4355397981,3.132480076
305.7305415,2.205510103,-1.061790262,-0.8509914869,2.591497614
315.76754150000005,1.201087969,-0.8545018628,-1.230300366,1.920006441
325.8045416,0.3368923,-0.6902969907,-1.09014787,1.33357742
335.8405416,-0.208101528,-0.4167479434,-0.572363475,0.7379600543
345.8775415,-0.2868170375,-0.07913782462,0.2750881076,0.4052163314
355.9135415,0.4092814144,0.3256132402,0.9534604329,1.087484278
365.9505416,1.618716284,0.5058154365,1.049665841,1.994464851
375.9875416,2.455388232,0.2722693476,0.8374423188,2.608519045
386.0235414,2.925524544,0.1069513484,0.5315317833,2.975341742
396.0605415,2.289225566,-0.0972951103,-0.2334500849,2.303154136
406.0975416,1.437908097,-0.2458119028,-0.6500004655,1.597029678
416.1335416,1.142803801,0.03626758349,-0.8821875519,1.444150526
426.1705414,0.6877611995,-0.2757188029,-1.478901756,1.654142295
436.2065415,0.4402400824,-0.3753842282,-1.484314524,1.593083254
446.2435415,0.0510599336,-0.2134963153,-0.5636867917,0.6049219723
456.2805416,0.2392265493,0.2271499293,0.9784619576,1.032576503
466.31654169999996,0.8167288497,0.3746602698,1.749731922,1.966971817
476.3535415,1.223323176,0.2808610636,1.776202852,2.174925079
486.3895415,1.219591191,0.1517832664,1.560891414,1.986661229
496.4265416,1.131499963,-0.06801985569,1.240045336,1.680068839
506.4635415999999,0.8035676444,-0.2998914848,0.8060322458,1.177006305
516.4995415,0.3468252575,-0.1328475702,0.9394212681,1.010172537
526.5365415,0.397382623,0.09312904224,1.393307875,1.451858396
536.5725416,0.7429834735,0.09447667927,2.000317272,2.135935269
546.6095416,0.8658486772,0.2356524387,2.412043115,2.573553573
556.6465415,0.8160970581,0.5052310073,2.314040272,2.505205612
566.6825415,0.450275951,0.785164264,1.635850965,1.869556026
576.7195416000001,0.4283722812,0.8244245164,0.7684001505,1.20566056
586.7555416,0.08120905459,0.5686563402,0.2950855851,0.645786688
596.7925414,-0.2165832067,0.2107131869,0.297292909,0.4239002315
606.8295415,-0.6040132838,-0.2090671957,0.3769091821,0.7420253843
616.8655415999999,-0.5554305232,-0.5115667579,0.1577496922,0.7714198463
626.9025416000001,-0.2333840114,-0.6831011148,-0.2659711289,0.769308697
636.9385417,0.1657054138,-0.3745096309,-0.2951060504,0.5047804759
646.9755415000001,1.364848891,0.3554944856,-0.5106841207,1.499995699
657.0125415,0.5028307253,0.3893318841,-0.5174429172,0.8198568332
667.0485416,-0.2275730485,0.06140892059,-0.9347709775,0.9640318088
677.0855417,-0.1744572338,-0.5715939814,-1.281151847,1.413684923
687.1225415,0.03731634557,-1.35668384,-1.508538954,2.029205097
697.1585415,0.1286869839,-1.958779529,-1.661730741,2.571911087
707.1955416,-0.3386739466,-2.363540753,-1.298687062,2.718016376
717.2315416,-1.723377059,-2.917130865,-0.5463217306,3.431930711
727.2685415,-2.20334254,-3.244779595,0.3073407644,3.934179878
737.3045415,-1.042402138,-3.028477054,0.879171558,3.321327764
747.3415416,0.6954169589,-2.708727913,1.259632924,3.067162656
757.3785416,2.087900669,-2.557894308,1.365993192,3.573246408
767.4145414,2.886122788,-2.24040804,0.3219675744,3.667805346
777.4515415,3.058538175,-1.931758084,-0.265954172,3.627268488
787.4885416000001,1.963232768,-1.003031154,0.02151950777,2.204726171
