Time (ms),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
13.85816652,0.3905836268,-0.2671028575,-0.7754542315,0.9084210319
23.84516643,0.06362106845,-0.1235247695,0.0157588309,0.1398368685
33.83216634,-0.2659394078,-0.05182270288,0.6560119879,0.7097612905
43.81916625,-0.4608703749,-0.1151486331,0.7899687749,0.9217979038
53.80616663,-0.3796073797,-0.1023268586,0.6842248034,0.7891363193
63.79316654,-0.1408097237,-0.04377547234,0.3525064123,0.3821052747
73.78016645000001,0.1099583521,-0.08242966086,-0.08303864837,0.1605643339
83.76716636,0.2759089105,-0.123632066,-0.4003559321,0.501692622
93.75416627,0.3822702017,-0.06836915374,-0.5811839998,0.6989847566
103.7411666,0.4502948083,0.04599127471,-0.6462243336,0.7889781373
113.7281666,0.3821004863,0.1686614737,-0.4534702849,0.616508535
123.7151665,0.09957091972,0.1788251039,-0.0270895654,0.2064621767
133.70216639999998,-0.285140056,0.1696134004,0.4767462963,0.5808275029
143.6891663,-0.4931722945,0.1046154588,0.7002461743,0.8628487764
153.6761667,-0.4264570257,0.02878993571,0.6877091593,0.8097149763
163.66316659999998,-0.2782801026,0.06654540718,0.497001636,0.5734794965
173.6501665,-0.1051291367,0.08613708794,0.2398516166,0.2756819387
183.63716639999998,-0.0006284295022,0.08588361114,-0.04698179305,0.09789626379
193.6241663,0.06940221056,0.09370689332,-0.2126369208,0.2425120797
203.6111667,0.0866748856,0.1110877419,-0.275028466,0.309020516
213.5981666,0.003407757282,0.1160792175,-0.2012342656,0.2323386046
223.58516649999999,-6.578117609e-05,0.1102407727,-0.04888798535,0.1205946408
233.57216640000001,-0.001886750311,0.08534069717,0.09426881075,0.1271739089
243.5581665,-0.06135980397,0.001947415173,0.2123632711,0.2210587634
253.54516649999997,-0.1273020709,-0.04316034526,0.1416604936,0.195285248
263.5321664,-0.05211813346,-0.03234211922,0.03026928127,0.06839986768
273.5191663,-0.02379436702,-0.05004661113,-0.01929405749,0.05867789909
283.5061667,-0.07524240956,-0.05527957678,-0.01141844273,0.09406185539
293.4931666,-0.0002392973006,-0.05145842135,0.09741636693,0.1101724781
303.4801665,0.1273000243,-0.03229738802,0.2281636173,0.2632623287
313.4671664,0.0992728579,-0.02634638429,0.2734140497,0.2920692981
323.4541663,-0.01475047857,-0.03858957678,0.189416458,0.1938693545
333.4411667,-0.1490635072,-0.03012543976,0.06412115157,0.1650423987
343.4281666,-0.1586453395,0.02326373219,0.09098092139,0.1843558326
353.4151665,-0.06513725147,0.0198203069,0.1060006642,0.1259835184
363.4021664,-0.04067615569,-0.05992986739,0.07546241105,0.1045978687
373.3891663,-0.0543393445,-0.06971313626,0.0346137625,0.09492522469
383.3761667,-0.05666609779,-0.00571945399,-0.01999338448,0.0603613636
393.3631666,-0.015972839,-0.005579413176,-0.04389563262,0.04704346927
403.3501665,0.02708810359,-0.03535869777,-0.0404650712,0.06017827558
413.3371664,0.005795029253,-0.0760807541,-0.06022632122,0.09720634381
423.3241663,0.003661964983,-0.06587590098,0.03631588697,0.07531193773
433.31116669999994,0.01316807583,-0.08464370906,0.1599809897,0.1814714103
443.2981666,0.03899785861,-0.15874138,0.2070124841,0.2637685107
453.2851665,0.005260301381,-0.2166571739,0.1935188645,0.2905469888
463.2721664,-0.03615976632,-0.2562629968,0.2195027214,0.3393518778
473.2591663,-0.07075891078,-0.2634471783,0.167489984,0.3201001936
483.2461663,0.001409617513,-0.2474284387,0.01425726593,0.2478428714
493.2331666,0.04470108658,-0.2152646595,-0.1237282526,0.252281076
503.2201665,0.01494197488,-0.1622520483,-0.1736944646,0.2381570003
513.2071665,-0.03667636782,-0.1383872223,-0.08932498991,0.1687457646
523.1941664000001,-0.04716115639,-0.1713737047,-0.02754915655,0.1798668323
533.1811663,-0.05131282568,-0.2394247699,-0.04957854152,0.2498304591
543.1681667,-0.0325964731,-0.2831131187,-0.04149885893,0.2879891028
553.1551665999999,-0.04911617294,-0.2745028013,-0.08538805962,0.2916424302
563.1421665,-0.04094278872,-0.2735125753,-0.1744926095,0.3270062868
573.1291664,-0.02277461261,-0.2845766768,-0.2244184756,0.3631338874
583.1161662999999,-0.06499647975,-0.2698545572,-0.226918745,0.3585221629
593.1031667,-0.1225348359,-0.2375510296,-0.1977984416,0.332519926
603.0901666000001,-0.05292958081,-0.1838914239,-0.1708041859,0.2564988621
613.0771665,-0.03993809089,-0.1676279783,-0.1649821132,0.2385650601
623.0641664,-0.07304254085,-0.1601789179,-0.1694698513,0.244361472
633.0511663,-0.09598833069,-0.1373461255,-0.1612416494,0.2325437321
643.0381667,-0.04838936403,-0.1110161135,-0.1935937089,0.2283519917
653.0251666,0.003589020967,-0.09518243819,-0.241858381,0.2599385583
663.0121665,0.02427003801,-0.05667940021,-0.251657145,0.2591001887
672.9991664,-0.02161130905,-0.01769776762,-0.2542369366,0.2557668461
682.9861662999999,-0.02516773179,0.009493831694,-0.246253733,0.2477184866
692.9731667,-0.132854733,0.008415605128,-0.1693651861,0.2154199823
702.9601666000001,-0.1748586452,-0.01781149596,-0.1597605497,0.2375210063
712.9471665,-0.1330115846,-0.01835557938,-0.1251157969,0.1835292118
722.9341664,-0.07179547593,-0.01395145655,-0.09820047855,0.1224441403
732.9211663,-0.01043786466,-0.05821780264,-0.08873792946,0.1066427761
742.9081663000001,0.00162874192,-0.126345174,-0.1324452817,0.1830505626
752.8951666,0.01877555564,-0.1457671393,-0.1840177238,0.2355060574
762.8821664999999,0.06405785546,-0.1500837001,-0.1654563224,0.2323882969
772.8691665,0.07656519592,-0.1728331697,-0.1034430921,0.2154855148
782.8561664,0.05082487553,-0.1907997631,-0.02615167201,0.199177377
792.8431663,0.03485086709,-0.2012190628,0.09987044334,0.2273275162
802.8301666,-0.003008246273,-0.1733025549,0.1963524252,0.2619104809
812.8171666000001,-0.1093441021,-0.1268000874,0.2428208327,0.2949514395
822.8041665,-0.1956823343,-0.05311493754,0.3223447198,0.3808134595
832.7911664,-0.2766881981,0.05653117329,0.3311132044,0.4351874155
842.7781663000001,-0.3273195308,0.1448043953,0.290929969,0.4612446585
852.7651667,-0.3437733033,0.2679515809,0.1870927745,0.4743225064
862.7521666,-0.3009519504,0.4028842682,0.08105995059,0.5093707153
872.7391665,-0.265460667,0.4835303821,0.03108321369,0.5524827258
882.7261664,-0.2171312369,0.4399298877,0.0569910568,0.4938949895
892.7131663,-0.09187496066,0.3761850044,0.2338541275,0.4523758602
902.7001667,0.124860566,0.3233399159,0.496571281,0.6055756759
912.6871666000001,0.4235217234,0.3514698471,0.6820467156,0.876407112
922.6741665,0.5812215681,0.4462973593,0.7267095029,1.032039992
