"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.181875054E-3,-1.352679520E-1,-1.219487987E-2,-3.144539022E-1,3.425308608E-1
1.221987512E-2,-2.631122059E-1,-2.736423835E-2,-3.081219524E-1,4.060984758E-1
2.225787495E-2,-2.863573001E-1,-4.919620670E-2,-2.647174859E-1,3.930599413E-1
3.229587502E-2,-1.026781301E-1,-4.607635170E-2,-7.684118450E-2,1.362732410E-1
4.233387508E-2,1.330314651E-1,-3.272957034E-2,2.119451952E-1,2.523675123E-1
5.237187515E-2,6.487800054E-2,-5.655405052E-2,2.358883739E-1,2.510992642E-1
6.240987498E-2,-1.720061541E-1,-1.749204064E-1,3.065344334E-2,2.472304577E-1
7.244887506E-2,-3.229251290E-1,-2.656017311E-1,-8.254689753E-2,4.261911646E-1
8.248687512E-2,-2.762840094E-1,-2.835279056E-1,-3.813554049E-3,3.958983080E-1
9.252487496E-2,-2.020305102E-1,-2.674566141E-1,9.390452921E-2,3.480911203E-1
1.025628750E-1,-1.248051636E-1,-2.179872693E-1,2.773392856E-2,2.527131758E-1
1.126008751E-1,-1.177079594E-1,-1.405004791E-1,-1.294164240E-1,2.243750413E-1
1.226388752E-1,-1.567773733E-1,-8.486071385E-2,-2.074504405E-1,2.735254482E-1
1.326768750E-1,-9.779519342E-2,-6.764278337E-2,-2.587293524E-1,2.847460689E-1
1.427148751E-1,-2.629280917E-2,-8.772870004E-3,-2.681778681E-1,2.696064614E-1
1.527528751E-1,-1.284816004E-2,4.334869869E-2,-1.706644374E-1,1.765517915E-1
1.627908750E-1,4.967692092E-2,1.768548846E-2,-4.633392155E-2,7.019547892E-2
1.728288750E-1,1.457536177E-1,-2.236647695E-2,7.366263807E-2,1.648349496E-1
1.828668751E-1,1.301570470E-1,-1.408491924E-2,5.609526336E-2,1.424286502E-1
1.929058749E-1,6.038258806E-2,5.931123197E-3,-7.538347363E-2,9.676726337E-2
2.029438750E-1,5.538424194E-2,4.106930785E-2,-1.018345231E-1,1.229811872E-1
2.129818751E-1,6.046554543E-2,3.294087410E-2,-1.086547154E-1,1.286352617E-1
2.230198751E-1,2.364453211E-2,1.671828590E-2,-1.246357405E-1,1.279555892E-1
2.330570000E-1,-3.482528552E-3,-6.193860523E-2,-9.022487640E-2,1.094945074E-1
2.430950000E-1,2.549524896E-2,-1.100992700E-1,1.951625168E-2,1.146854004E-1
2.531330001E-1,-5.004193336E-3,-1.247734424E-1,5.451709986E-2,1.362555249E-1
