Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Labels
0.01235891668,-0.09371516165,0.1943016605,-0.09933016062,0.2374913632,freestyle
0.02239591668,-0.1088102422,0.1454722935,0.1301911801,0.2234985467,freestyle
0.03243191667,-0.009933838098,0.04266932532,0.3226160306,0.3255771117,freestyle
0.04246791668,0.002773644732,-0.03937018007,0.3169249356,0.3193730092,freestyle
0.05250491668,-0.01551146285,-0.08547562167,0.1338334107,0.1595558498,freestyle
0.06254091667,-0.08300573037,-0.08353843912,-0.1114362359,0.1621316032,freestyle
0.07257791667,-0.0719431501,-0.03258682519,-0.2669867903,0.2784235339,freestyle
0.08261391667,-0.04957884758,-0.002847155482,-0.3901694977,0.3933171816,freestyle
0.09265091667,-0.0553390722,0.02383895203,-0.4964519978,0.5000952855,freestyle
0.1026869167,0.04754264153,0.04977413088,-0.4022603703,0.4081068149,freestyle
0.1127239167,0.1035519417,0.08617070943,-0.266092751,0.2982511491,freestyle
0.1227599167,0.09996586259,0.1389488474,-0.07857137561,0.1883438795,freestyle
0.1327969167,0.1375289607,0.08859321088,0.14536412,0.2188462918,freestyle
0.1428329167,0.2237566987,-0.04276814327,0.1950525892,0.2999027957,freestyle
0.1528699167,0.2710286964,-0.09161929116,0.2037661099,0.3512424751,freestyle
0.1629059167,0.2273994227,-0.1072499219,0.2324695069,0.3424253419,freestyle
0.1729429167,0.1815789598,-0.1394118007,0.165639925,0.2825653085,freestyle
0.1829789167,0.1481128869,-0.1378828999,-0.01744633734,0.2031095666,freestyle
0.1930159167,0.1125273081,-0.05368957266,-0.1436467928,0.1902087441,freestyle
0.2030519167,0.07867900092,0.05174537346,-0.2980466151,0.3125695981,freestyle
0.2130889167,0.02207880308,0.09325446501,-0.418382898,0.429218031,freestyle
0.2231249167,-0.0292752272,0.1369089,-0.3977194226,0.4216418207,freestyle
0.2331619167,0.02949540228,0.1485631317,-0.2282238436,0.2739107622,freestyle
0.2431979167,0.07444363422,0.09422422573,-0.06206059277,0.1351723957,freestyle
0.2532349167,0.06751775346,0.02155561432,0.02350697637,0.07467174485,freestyle
0.2632709167,0.01627461014,-0.02469630003,0.07047415137,0.07642889625,freestyle
0.2733069167,-0.02743650628,-0.05775689587,0.04930840015,0.08074614061,freestyle
0.2833439167,-0.08026920604,-0.08586168408,-0.07410234869,0.1389479482,freestyle
0.2933799167,-0.1486178397,-0.09190828979,-0.1431667364,0.2259006649,freestyle
0.3034169167,-0.1925969596,-0.06734779134,-0.1542705989,0.2557904055,freestyle
0.3134529167,-0.1795603365,-0.04544075936,-0.09929156899,0.2101561151,freestyle
0.3234899167,-0.1807481253,0.005183118135,-0.005795760155,0.180915285,freestyle
0.3335259167,-0.2553200236,-0.01207552359,0.06448835671,0.263615024,freestyle
0.3435629167,-0.1728808793,-0.07568928301,0.1397554708,0.2348366615,freestyle
0.3535989167,-0.07056869354,-0.1087748757,0.2225730944,0.2575862893,freestyle
0.3636359167,0.07160604442,-0.09845103174,0.1618474209,0.2025206629,freestyle
0.3736719167,0.1900844293,-0.08378738433,0.03090838194,0.2100184376,freestyle
0.3837089167,0.2436146836,-0.03129064366,-0.1284949028,0.277196967,freestyle
0.3937449167,0.1768949381,0.09785213068,-0.2660664386,0.3341529714,freestyle
0.4037819167,0.03891267199,0.2116608743,-0.3757093334,0.4329803979,freestyle
0.4138179167,-0.09343709914,0.2464382127,-0.2829473501,0.3866800837,freestyle
0.4238549167,-0.1833049117,0.2157346295,-0.1668888903,0.3286244402,freestyle
0.4338909167,-0.4043353278,0.1349728869,-0.2083012104,0.4744408623,freestyle
0.4439279167,-0.4927928102,0.2138063639,-0.4566488314,0.7050433109,freestyle
0.4539639167,-0.8954905522,0.04178120635,0.002820112109,0.896469158,freestyle
0.4640009167,-1.097721914,-0.001478980109,-0.07244758666,1.100111013,freestyle
0.4740369167,-0.7283854611,0.1602749585,-0.3910091579,0.8420935838,freestyle
0.4840739167,-0.4360007049,0.2065193445,-0.5466626233,0.7291000467,freestyle
0.4941099167,-0.4316508881,0.1566904691,-0.6617837745,0.8055011834,freestyle
0.5041459167,-0.6092675187,0.0566876594,-0.7446189398,0.963783049,freestyle
0.5141829167,-0.691011959,-0.01174617916,-0.3539693856,0.7764855608,freestyle
0.5242189167,-0.5173210393,-0.0590598017,0.3933837122,0.652579392,freestyle
0.5342559167,-0.1838883176,0.112823634,0.0001701539755,0.2157408508,freestyle
0.5442919167,0.03956504767,0.02612207048,-0.1514329451,0.158681103,freestyle
0.5543289167,0.6115085372,-0.08620476946,-0.8002820939,1.010853789,freestyle
0.5643649167,1.208143951,-0.2588696124,-1.14644837,1.685517472,freestyle
0.5744019167,1.562180141,-0.3041693808,-1.312937896,2.063184849,freestyle
0.5844379167,1.518990852,-0.2194006144,-1.198019643,1.946977376,freestyle
0.5944749167,1.490056782,-0.3381259894,-0.6700026208,1.668383023,freestyle
0.6045109167,1.735464131,-0.3631945012,-0.2242512453,1.787186229,freestyle
0.6145479167,1.957103571,-0.2340412019,0.07229263544,1.972373164,freestyle
0.6245839167,1.94174966,-0.2775731377,0.1762473589,1.969391205,freestyle
0.6346209167,1.808825199,-0.4943721431,0.201903187,1.88600565,freestyle
0.6446569167,1.526188189,-0.7774430888,0.2620821458,1.732730561,freestyle
0.6546939167,1.248321193,-1.030564157,0.5546329629,1.711135882,freestyle
0.6647299167,0.8414558476,-0.9768173551,0.962450527,1.608891266,freestyle
0.6747669167,0.5306682958,-0.6677132166,1.288688908,1.545370143,freestyle
0.6848029167,0.3709957832,-0.3262275268,1.55409695,1.630729775,freestyle
0.6948389167,0.3476398478,-0.1010326962,1.682650325,1.721154608,freestyle
0.7048759167,0.2740077249,-0.05775265207,1.603048085,1.627322576,freestyle
0.7149119167,0.1423102563,-0.0964087455,1.435323628,1.445579735,freestyle
0.7249489167,-0.05420544326,-0.09977226494,1.25417981,1.259309228,freestyle
0.7349846667,-0.2847296546,-0.1048840196,1.023401903,1.067437628,freestyle
0.7450216667,-0.4375865429,-0.1759730697,0.7096180916,0.8520600564,freestyle
0.7550576667,-0.5096789843,-0.3108818747,0.42823838,0.7347164876,freestyle
0.7650946667,-0.5309577329,-0.4889384718,0.1910992867,0.7466564677,freestyle
0.7751306667,-0.5427254372,-0.6401146511,0.0007788491249,0.839224805,freestyle
0.7851676667,-0.4832505928,-0.7631360485,-0.1339684814,0.9131567872,freestyle
0.7952036667,-0.2643615732,-0.8305044512,-0.2402913272,0.9040821903,freestyle
0.8052406667,-0.1310155827,-0.4180015864,-0.4238944834,0.6095711134,freestyle
0.8152766667,-0.1578627993,-0.00253644906,-0.7166025907,0.73378905,freestyle
0.8253136667,0.04147843022,0.2020390983,-1.004156962,1.025120218,freestyle
0.8353496667,0.376775025,0.2064307044,-1.234570003,1.307186348,freestyle
0.8453866667,0.7986505745,0.1518182766,-1.408189039,1.626003659,freestyle
0.8554226667,1.095782831,0.3024638942,-1.408438715,1.80995139,freestyle
0.8654596667,1.41884632,0.5455460975,-1.099389394,1.876007053,freestyle
0.8754956667,1.913274304,0.7253777996,-0.6810328084,2.156524334,freestyle
0.8855316667,2.41752561,0.8129866317,-0.4511740834,2.590161268,freestyle
0.8955686667,2.780547802,0.8502238206,-0.400131399,2.935035223,freestyle
0.9056046667,2.85837278,0.7321336725,-0.2724673855,2.963199814,freestyle
0.9156416667,2.632526707,0.4902778862,-0.2426705593,2.688765194,freestyle
0.9256776667,2.440049962,0.2655529434,-0.1280803353,2.457797135,freestyle
0.9357146667,2.321312747,-0.02186379456,0.03268885911,2.32164585,freestyle
0.9457506667,2.184582918,-0.4263882478,0.1911074728,2.233994523,freestyle
0.9557876667,1.979216132,-0.6729811925,0.4091875666,2.130172446,freestyle
0.9658236667,1.774391676,-0.9320806736,0.4022206092,2.044265546,freestyle
0.9758606667,1.632399207,-1.219464452,0.288040275,2.057860035,freestyle
0.9858966667,1.383146291,-1.422274396,0.1646499914,1.990745524,freestyle
0.9959336667,1.185405079,-1.658868822,0.09498743355,2.041091272,freestyle
1.005969667,1.169003932,-1.826950544,0.0006595659256,2.168944194,freestyle
1.016006667,1.162705457,-1.911553322,-0.05373591185,2.238036557,freestyle
1.026042667,1.131713898,-1.966119539,-0.05220978856,2.269169066,freestyle
1.036079667,1.16624083,-1.948633148,0.01996707201,2.271054271,freestyle
1.046115667,1.170289076,-1.983549065,0.1160005724,2.305970414,freestyle
1.056152667,1.13960435,-2.021107632,0.09742981553,2.322297721,freestyle
1.066188667,0.9517492452,-2.005604909,-0.002513718009,2.219973873,freestyle
1.076225667,0.7273980126,-1.984199861,-0.1786102188,2.120862694,freestyle
1.086261667,0.5136073265,-1.958198901,-0.3534232557,2.055053142,freestyle
1.096298667,0.3341940292,-1.95592755,-0.5054555404,2.047638526,freestyle
1.106334667,0.1747039863,-1.877254871,-0.6328809875,1.988754806,freestyle
1.116370667,0.06371129829,-1.742009504,-0.7205313349,1.886218875,freestyle
1.126407667,-0.1105688563,-1.542807877,-0.7724399918,1.728914445,freestyle
1.136443667,-0.2547704767,-1.352975389,-0.8025104678,1.593572543,freestyle
1.146480667,-0.3472346357,-1.118302432,-0.7171153915,1.37310841,freestyle
1.156516667,-0.4590691036,-0.8727233217,-0.4464273137,1.08244528,freestyle
1.166553667,-0.5934839468,-0.7126767701,-0.1312968886,0.93668044,freestyle
1.176589667,-0.7226710504,-0.6696722531,0.2019183898,1.00572631,freestyle
1.186626667,-0.9531739924,-0.663657734,0.562117399,1.2903326,freestyle
1.196662667,-1.103680592,-0.621301454,0.8124402094,1.504721051,freestyle
1.206699667,-1.131166234,-0.6572635844,0.8141709852,1.540911049,freestyle
1.216735667,-1.283038743,-0.5955685157,0.7224679327,1.588348258,freestyle
1.226772667,-1.525676558,-0.5171346228,0.634373197,1.731342407,freestyle
1.236808667,-1.650492393,-0.4840442061,0.5722558862,1.812705363,freestyle
1.246845667,-1.518669547,-0.430799972,0.7006876391,1.727110007,freestyle
1.256881667,-1.311224808,-0.240786294,1.088754478,1.72124224,freestyle
1.266918667,-0.969299663,0.01471941523,1.22557874,1.562626553,freestyle
1.276954667,-0.771723781,0.09622368112,1.079170892,1.330197882,freestyle
1.286991667,-0.7402608638,-0.03449652582,0.8482877344,1.126396128,freestyle
1.297027667,-0.9602008107,-0.07277539618,0.5736720818,1.120884255,freestyle
1.307064667,-1.062002078,-0.1610502262,0.3846573275,1.140941212,freestyle
1.317100667,-1.03358366,-0.1436573178,0.1204684299,1.050450022,freestyle
1.327136667,-0.9875996207,-0.04792882271,-0.08832862437,0.9926994151,freestyle
1.337173667,-0.8272169273,0.2489946154,-0.1133541226,0.8712837198,freestyle
1.347209667,-0.5995735295,0.664490743,-0.05728341758,0.8968376413,freestyle
1.357246667,-0.3741744028,0.8678639931,-0.09004536688,0.9493695605,freestyle
1.367282667,-0.1962937703,1.04673032,-0.1508248347,1.075603894,freestyle
1.377319667,-0.1130694729,1.172703903,-0.2926373559,1.213942244,freestyle
1.387355667,-0.01336501736,1.299234215,-0.4292996496,1.368388234,freestyle
1.397392667,0.08722368333,1.444697591,-0.4966660058,1.530175226,freestyle
1.407428667,0.1345502063,1.508212094,-0.5025050354,1.595405525,freestyle
1.417465667,0.1718378274,1.538051898,-0.5042077446,1.627684653,freestyle
1.427501667,0.1566160267,1.502393676,-0.5063220978,1.593134459,freestyle
1.437538667,0.1373691855,1.414548763,-0.3843936181,1.472269319,freestyle
1.447574667,0.1447548036,1.314236708,-0.2086742628,1.338550345,freestyle
1.457611667,0.1978539171,1.180556422,-0.07018646836,1.199077052,freestyle
1.467647667,0.254749445,1.033411971,0.117792744,1.070846726,freestyle
1.477684667,0.4035116379,0.8424101863,0.3378521204,0.9932877826,freestyle
1.487720667,0.5715342667,0.6932219142,0.610533514,1.086259275,freestyle
1.497757667,0.6390035339,0.4836221834,0.7203793073,1.077572401,freestyle
1.507793667,0.6151624623,0.2740500075,0.733154304,0.9955116751,freestyle
1.517829667,0.5024294601,0.04986140057,0.6884991181,0.853787185,freestyle
1.527866667,0.331485672,-0.1581089671,0.5967165434,0.7006795483,freestyle
1.537902667,0.0905246193,-0.3286441079,0.4284313381,0.5474989204,freestyle
1.547939667,-0.09101468906,-0.441749395,0.1344602323,0.4706439797,freestyle
1.557975667,-0.3049321136,-0.4716566971,-0.2693011183,0.6228697505,freestyle
1.568012667,-0.5196536033,-0.37932273,-0.6496519715,0.9143157468,freestyle
1.578048667,-0.7337481619,-0.1736214657,-0.9438692451,1.208064539,freestyle
1.588085667,-0.9590235469,0.07891245101,-1.221052995,1.554645861,freestyle
1.598121667,-1.146313007,0.2108218903,-1.496633438,1.896942547,freestyle
1.608158667,-1.359501028,0.1504062289,-1.438726707,1.985144734,freestyle
1.618194667,-1.654641869,-0.1269256381,-0.9294254529,1.902046662,freestyle
