"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.235891668E-2,-9.371516165E-2,1.943016605E-1,-9.933016062E-2,2.374913632E-1
2.239591668E-2,-1.088102422E-1,1.454722935E-1,1.301911801E-1,2.234985467E-1
3.243191667E-2,-9.933838098E-3,4.266932532E-2,3.226160306E-1,3.255771117E-1
4.246791668E-2,2.773644732E-3,-3.937018007E-2,3.169249356E-1,3.193730092E-1
5.250491668E-2,-1.551146285E-2,-8.547562167E-2,1.338334107E-1,1.595558498E-1
6.254091667E-2,-8.300573037E-2,-8.353843912E-2,-1.114362359E-1,1.621316032E-1
7.257791667E-2,-7.194315010E-2,-3.258682519E-2,-2.669867903E-1,2.784235339E-1
8.261391667E-2,-4.957884758E-2,-2.847155482E-3,-3.901694977E-1,3.933171816E-1
9.265091667E-2,-5.533907220E-2,2.383895203E-2,-4.964519978E-1,5.000952855E-1
1.026869167E-1,4.754264153E-2,4.977413088E-2,-4.022603703E-1,4.081068149E-1
1.127239167E-1,1.035519417E-1,8.617070943E-2,-2.660927510E-1,2.982511491E-1
1.227599167E-1,9.996586259E-2,1.389488474E-1,-7.857137561E-2,1.883438795E-1
1.327969167E-1,1.375289607E-1,8.859321088E-2,1.453641200E-1,2.188462918E-1
1.428329167E-1,2.237566987E-1,-4.276814327E-2,1.950525892E-1,2.999027957E-1
1.528699167E-1,2.710286964E-1,-9.161929116E-2,2.037661099E-1,3.512424751E-1
1.629059167E-1,2.273994227E-1,-1.072499219E-1,2.324695069E-1,3.424253419E-1
1.729429167E-1,1.815789598E-1,-1.394118007E-1,1.656399250E-1,2.825653085E-1
1.829789167E-1,1.481128869E-1,-1.378828999E-1,-1.744633734E-2,2.031095666E-1
1.930159167E-1,1.125273081E-1,-5.368957266E-2,-1.436467928E-1,1.902087441E-1
2.030519167E-1,7.867900092E-2,5.174537346E-2,-2.980466151E-1,3.125695981E-1
2.130889167E-1,2.207880308E-2,9.325446501E-2,-4.183828980E-1,4.292180310E-1
2.231249167E-1,-2.927522720E-2,1.369089000E-1,-3.977194226E-1,4.216418207E-1
2.331619167E-1,2.949540228E-2,1.485631317E-1,-2.282238436E-1,2.739107622E-1
2.431979167E-1,7.444363422E-2,9.422422573E-2,-6.206059277E-2,1.351723957E-1
2.532349167E-1,6.751775346E-2,2.155561432E-2,2.350697637E-2,7.467174485E-2
2.632709167E-1,1.627461014E-2,-2.469630003E-2,7.047415137E-2,7.642889625E-2
2.733069167E-1,-2.743650628E-2,-5.775689587E-2,4.930840015E-2,8.074614061E-2
2.833439167E-1,-8.026920604E-2,-8.586168408E-2,-7.410234869E-2,1.389479482E-1
2.933799167E-1,-1.486178397E-1,-9.190828979E-2,-1.431667364E-1,2.259006649E-1
3.034169167E-1,-1.925969596E-1,-6.734779134E-2,-1.542705989E-1,2.557904055E-1
3.134529167E-1,-1.795603365E-1,-4.544075936E-2,-9.929156899E-2,2.101561151E-1
3.234899167E-1,-1.807481253E-1,5.183118135E-3,-5.795760155E-3,1.809152850E-1
3.335259167E-1,-2.553200236E-1,-1.207552359E-2,6.448835671E-2,2.636150240E-1
3.435629167E-1,-1.728808793E-1,-7.568928301E-2,1.397554708E-1,2.348366615E-1
3.535989167E-1,-7.056869354E-2,-1.087748757E-1,2.225730944E-1,2.575862893E-1
3.636359167E-1,7.160604442E-2,-9.845103174E-2,1.618474209E-1,2.025206629E-1
3.736719167E-1,1.900844293E-1,-8.378738433E-2,3.090838194E-2,2.100184376E-1
3.837089167E-1,2.436146836E-1,-3.129064366E-2,-1.284949028E-1,2.771969670E-1
3.937449167E-1,1.768949381E-1,9.785213068E-2,-2.660664386E-1,3.341529714E-1
4.037819167E-1,3.891267199E-2,2.116608743E-1,-3.757093334E-1,4.329803979E-1
4.138179167E-1,-9.343709914E-2,2.464382127E-1,-2.829473501E-1,3.866800837E-1
4.238549167E-1,-1.833049117E-1,2.157346295E-1,-1.668888903E-1,3.286244402E-1
4.338909167E-1,-4.043353278E-1,1.349728869E-1,-2.083012104E-1,4.744408623E-1
4.439279167E-1,-4.927928102E-1,2.138063639E-1,-4.566488314E-1,7.050433109E-1
4.539639167E-1,-8.954905522E-1,4.178120635E-2,2.820112109E-3,8.964691580E-1
4.640009167E-1,-1.097721914E0,-1.478980109E-3,-7.244758666E-2,1.100111013E0
4.740369167E-1,-7.283854611E-1,1.602749585E-1,-3.910091579E-1,8.420935838E-1
4.840739167E-1,-4.360007049E-1,2.065193445E-1,-5.466626233E-1,7.291000467E-1
4.941099167E-1,-4.316508881E-1,1.566904691E-1,-6.617837745E-1,8.055011834E-1
5.041459167E-1,-6.092675187E-1,5.668765940E-2,-7.446189398E-1,9.637830490E-1
5.141829167E-1,-6.910119590E-1,-1.174617916E-2,-3.539693856E-1,7.764855608E-1
5.242189167E-1,-5.173210393E-1,-5.905980170E-2,3.933837122E-1,6.525793920E-1
5.342559167E-1,-1.838883176E-1,1.128236340E-1,1.701539755E-4,2.157408508E-1
5.442919167E-1,3.956504767E-2,2.612207048E-2,-1.514329451E-1,1.586811030E-1
5.543289167E-1,6.115085372E-1,-8.620476946E-2,-8.002820939E-1,1.010853789E0
