Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Labels
0.008173250128,0.6728914377,0.417994789,-1.914915179,2.072294061,freestyle
0.01816124981,0.4073781458,0.2128557529,-0.5901273161,0.7480072021,freestyle
0.02814924996,0.29685773,-0.01409354389,0.9190600938,0.9659164538,freestyle
0.03813725011,0.147184943,-0.2784647284,1.96025215,1.985395302,freestyle
0.04812625004,0.009472781718,-0.3646858701,2.378460801,2.4062754,freestyle
0.05811425019,-0.03798248962,-0.341151558,2.188383608,2.21514105,freestyle
0.06810224988,0.07398555055,-0.2967498489,1.677333452,1.704987344,freestyle
0.07809025003,0.1352887827,-0.1426510119,1.030248408,1.048839429,freestyle
0.08807825018,0.06000120342,0.08075589538,0.3957541734,0.408341799,freestyle
0.09806624986,-0.05496426567,0.2707304701,-0.03474181652,0.2784296173,freestyle
0.10805425,-0.1216185772,0.4242666587,-0.2295517462,0.4974809345,freestyle
0.1180427498,-0.1418994986,0.4129565357,-0.3387531763,0.5526502352,freestyle
0.12803075,0.001781500429,0.3172446321,-0.327768597,0.4561574109,freestyle
0.1380187501,0.175484882,0.1871734661,-0.2760324329,0.3768590642,freestyle
0.1480067498,0.2632685459,0.07949333534,-0.3311588126,0.4304598434,freestyle
0.15799475,0.3811150843,0.02009848818,-0.2748454481,0.4703112555,freestyle
0.1679827501,0.3524780533,0.002763832659,-0.0205985713,0.3530902405,freestyle
0.1779707503,0.1856213227,-0.006402262598,0.2315678662,0.2968500313,freestyle
0.1879587499,0.01898854047,-0.0002119615674,0.3969054902,0.3973595069,freestyle
0.1979467501,-0.08586972401,0.08420341372,0.5694252491,0.5819870606,freestyle
0.2079347502,-0.2069534272,0.1187206972,0.6013545549,0.6469556597,freestyle
0.2179227499,-0.2156437053,0.1298944339,0.3737434995,0.4506206553,freestyle
0.2279107501,-0.1228777751,0.1276643059,-0.009993476272,0.1774739197,freestyle
0.2378987502,0.04606319547,0.1278721744,-0.3146989006,0.3427951414,freestyle
0.2478867499,0.2047316314,0.1459473798,-0.4323472184,0.5001397763,freestyle
0.2578747501,0.2595997104,0.1758551569,-0.4661873943,0.5618253576,freestyle
0.2678627502,0.2989039631,0.2043144326,-0.4706529129,0.5938031079,freestyle
0.2778507499,0.2331713189,0.1694621037,-0.418823778,0.5084285846,freestyle
0.2878387501,0.1208787583,0.2093196492,-0.2830233639,0.3721943233,freestyle
0.2978267502,0.10045765,0.3043215546,-0.04096968591,0.3230818212,freestyle
0.3078147499,0.1057363701,0.2660665847,0.1732658637,0.3346530546,freestyle
0.31780275,-0.05230919123,-0.06156825721,0.2727948296,0.2845064513,freestyle
0.3277907502,-0.4109304754,-0.7206862861,-0.02973893881,0.8301427486,freestyle
0.3377787499,-0.2912270075,-0.776854932,-0.2065575707,0.8549753127,freestyle
0.34776675,-0.1326573895,-0.3520267944,-0.1502447909,0.405085601,freestyle
0.3577547502,-0.4161065769,-0.1626723169,0.1366979617,0.4672186841,freestyle
0.3677427499,0.9795735133,0.06781893075,0.1490338326,0.9931640139,freestyle
0.37773075,1.175729033,0.3243137696,0.4968466848,1.316956647,freestyle
0.3877197499,1.081660198,0.5172452813,0.7544720829,1.416601422,freestyle
0.3977077501,1.254001324,0.5280643845,1.155909165,1.785356355,freestyle
0.4076957502,0.7167476016,0.489773308,1.389037068,1.63799542,freestyle
0.4176837499,-0.3361488265,0.2703986406,1.266987551,1.338420305,freestyle
0.4276717501,-1.34256486,-0.1076314527,0.9454807377,1.645599817,freestyle
0.4376597502,-1.787553467,-0.3311143738,0.4348170823,1.869237818,freestyle
0.4476477499,-1.411762272,-0.2302773857,0.06625012279,1.431953025,freestyle
0.4576357501,-0.5265072709,0.04045951635,-0.2358345795,0.5783293419,freestyle
0.4676237502,0.5142605701,0.2767833616,-0.5639715511,0.8118724491,freestyle
0.4776117499,1.320032322,0.3516112036,-0.8953320926,1.633320338,freestyle
0.48759975,1.632051152,0.3529373521,-1.189364009,2.050059141,freestyle
0.4975877502,1.338750137,-0.3601880457,-1.162686673,1.809372172,freestyle
0.5075757499,1.108692899,-1.275537643,0.01079454482,1.690062941,freestyle
0.51756375,2.090227276,-0.5504101038,0.8363114673,2.317632028,freestyle
0.5275517502,1.344515784,-0.125687947,-0.3821243137,1.403402702,freestyle
0.5375397499,0.9734982562,0.2102739148,0.1180377424,1.002919181,freestyle
0.54752775,0.8555140159,0.1923771957,0.5067816889,1.012788673,freestyle
0.5575157502,0.9141671437,0.4353580959,0.02239132762,1.012788038,freestyle
0.5675037499,0.8672682349,0.8999044691,-1.426751609,1.896734668,freestyle
0.57749175,0.187232523,0.4164292701,-2.328706259,2.37304492,freestyle
