"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.708097044690182E9,"2024-02-16 17:24:04.690 UTC+02:00"
"PAUSE",5.180685737919994E2,1.708097562758224E9,"2024-02-16 17:32:42.758 UTC+02:00"
