"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.708099145909407E9,"2024-02-16 17:59:05.909 UTC+02:00"
"PAUSE",5.429579979167320E2,1.708099688945410E9,"2024-02-16 18:08:08.945 UTC+02:00"
"START",5.429579979167320E2,1.708099693413315E9,"2024-02-16 18:08:13.413 UTC+02:00"
"PAUSE",5.447250668334309E2,1.708099695180387E9,"2024-02-16 18:08:15.180 UTC+02:00"
