"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.045000188E-4,-9.841974914E-2,1.960322902E-2,-5.153595543E-1,5.250392403E-1
1.094149996E-2,9.030330218E-2,6.739661559E-2,-4.161749893E-1,4.311596131E-1
2.097850002E-2,1.739516507E-1,1.157962123E-1,-2.668154669E-1,3.389077056E-1
3.101649997E-2,1.031036612E-1,8.891641572E-2,-1.467452323E-1,2.001765650E-1
4.105350003E-2,8.486431355E-2,7.448022500E-2,1.355910838E-2,1.137238104E-1
5.109049997E-2,8.587277552E-2,9.819667786E-2,1.254157591E-1,1.809580994E-1
6.112850003E-2,4.660981877E-2,5.394933522E-2,1.445408320E-1,1.611677949E-1
7.116549998E-2,2.291408697E-2,-2.109295338E-2,1.227804190E-1,1.266688571E-1
8.120250003E-2,3.974547995E-2,-1.132114506E-1,1.315196675E-1,1.780279716E-1
9.124049998E-2,4.710986534E-2,-1.338822350E-1,1.500758064E-1,2.065588050E-1
1.012775000E-1,7.010350185E-2,-1.617969887E-1,1.811134118E-1,2.527742757E-1
1.113145000E-1,5.997002131E-2,-1.782856983E-1,1.728852099E-1,2.554828556E-1
1.213525000E-1,8.213456833E-2,-1.008700249E-1,6.668632507E-2,1.461776836E-1
1.313895000E-1,6.816725121E-2,-6.709913850E-2,-1.238054359E-1,1.564508053E-1
1.414265000E-1,9.871136075E-2,-3.964748427E-2,-2.462391150E-1,2.682341468E-1
1.514645000E-1,1.445317597E-1,-1.738713428E-2,-2.896289635E-1,3.241553308E-1
1.615015001E-1,1.692354875E-1,-2.683418825E-2,-2.319660616E-1,2.883903217E-1
1.715385000E-1,1.363220954E-1,-8.573304534E-2,-1.298882943E-1,2.068933004E-1
1.815765001E-1,8.399645884E-2,-1.156207958E-1,-2.751641214E-2,1.455359971E-1
1.916135000E-1,4.763897440E-2,-1.358657567E-1,2.934308231E-2,1.469353334E-1
2.016505001E-1,1.691239884E-1,-1.001136875E-1,1.421089751E-1,2.425296573E-1
2.116885000E-1,1.275848934E-1,-1.061892369E-1,1.661661744E-1,2.348728519E-1
2.217255001E-1,9.293316051E-2,-5.709309071E-2,8.983545184E-2,1.413032262E-1
2.317625000E-1,6.254813178E-2,2.234805822E-3,-7.164593339E-3,6.299678202E-2
2.418005000E-1,4.499805205E-2,5.380403191E-2,-1.389415383E-1,1.556420561E-1
2.518375000E-1,5.685650689E-2,6.927678779E-2,-1.627110547E-1,1.857601222E-1
2.618745000E-1,7.760378933E-2,6.985098436E-2,-1.285650694E-1,1.656215119E-1
2.719125000E-1,7.739752879E-2,5.712437332E-2,-1.461669427E-1,1.749809893E-1
2.819495000E-1,1.026399862E-1,3.815819845E-2,-1.927634043E-1,2.216951621E-1
2.919865000E-1,9.238593422E-2,3.242061809E-2,-1.857093233E-1,2.099385864E-1
3.020245000E-1,2.335813275E-2,7.871302441E-2,-1.644845152E-1,1.838382395E-1
3.120615000E-1,1.294775000E-2,9.694347337E-2,-9.624107659E-2,1.372152546E-1
3.220985000E-1,-3.264130480E-2,1.153541628E-1,-4.966566503E-2,1.297640779E-1
3.321365000E-1,-3.108443795E-2,9.209437743E-2,1.404968977E-2,9.820901394E-2
3.421735000E-1,3.208211455E-2,1.062336758E-2,3.845245957E-2,5.119286728E-2
3.522109167E-1,1.772573558E-1,3.468787596E-2,5.529244065E-2,1.888932845E-1
3.622479166E-1,3.189108693E-1,1.331146418E-1,3.034412563E-2,3.469069275E-1
3.722849167E-1,2.994332640E-1,1.895809110E-1,9.602823794E-2,3.671820038E-1
3.823229166E-1,1.663469265E-1,2.669141386E-1,6.540052235E-2,3.212346271E-1
3.923599167E-1,5.160893233E-2,3.822057362E-1,9.261755705E-2,3.966392801E-1
4.023969166E-1,-1.543211773E-2,4.403883094E-1,2.456672573E-1,5.045120559E-1
4.124349167E-1,2.389669786E-2,5.563409346E-1,4.675433636E-1,7.271059651E-1
4.224719167E-1,2.587377395E-1,5.452882352E-1,5.533576852E-1,8.188340522E-1
4.325089167E-1,6.969530225E-1,2.726699916E-1,2.566272783E-1,7.911700195E-1
4.425469167E-1,1.088119178E0,-6.888458580E-3,3.483771086E-3,1.088146559E0
4.525839167E-1,9.455184522E-1,-5.007906318E-2,-1.283838058E-1,9.555079579E-1
4.626209167E-1,2.272634201E-1,2.250347722E-1,-4.274308795E-1,5.338412381E-1
4.726589167E-1,1.961391846E-1,1.077184300E-1,-4.616996562E-1,5.130695981E-1
4.826959167E-1,6.640897702E-1,3.156695384E-1,-4.126666600E-1,8.431822179E-1
4.927329167E-1,8.175840050E-1,4.298368625E-1,-2.632229376E-1,9.604632468E-1
5.027709167E-1,8.214366623E-1,3.115617232E-1,-1.696283108E-1,8.947640255E-1
5.128079167E-1,6.360406767E-1,2.537387538E-1,-1.389000231E-1,6.987305017E-1
5.228449167E-1,-1.229606594E-1,3.138412602E-1,-1.557329875E-1,3.713063746E-1
5.328829167E-1,-3.477512372E-1,3.821576428E-1,-2.221544337E-1,5.624304218E-1
5.429199167E-1,-2.202616169E-1,4.263608390E-1,-2.504877019E-1,5.413343087E-1
5.529569167E-1,1.874790927E-2,5.101675192E-1,-1.879692721E-1,5.440173058E-1
5.629949167E-1,2.696316504E-1,5.473976183E-1,-7.810476780E-2,6.151794325E-1
5.730319166E-1,4.587303305E-1,5.490548654E-1,-5.695889711E-2,7.177318979E-1
5.830689167E-1,5.056026710E-1,4.510055374E-1,-6.355572581E-2,6.804993651E-1
5.931069166E-1,4.183619942E-1,3.175315842E-1,-5.606778145E-2,5.282013454E-1
6.031439167E-1,3.594979646E-1,3.018739101E-1,-9.264211535E-2,4.784863694E-1
6.131809166E-1,2.719533056E-1,3.335513471E-1,-1.531912029E-1,4.568179574E-1
6.232189167E-1,1.458071562E-1,3.397441332E-1,-2.666207546E-1,4.558206112E-1
6.332559166E-1,-1.797536418E-2,2.713564146E-1,-3.484256405E-1,4.419930366E-1
6.432929167E-1,-1.692773500E-1,1.683280362E-1,-3.619707155E-1,4.336034454E-1
6.533309167E-1,-2.547700930E-1,-1.356232435E-2,-3.822307330E-1,4.595563841E-1
