"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.708095243190535E9,"2024-02-16 16:54:03.191 UTC+02:00"
"PAUSE",7.690351530417101E2,1.708096012220570E9,"2024-02-16 17:06:52.221 UTC+02:00"
"START",7.690351530417101E2,1.708096014740461E9,"2024-02-16 17:06:54.740 UTC+02:00"
"PAUSE",7.705021292084130E2,1.708096016207427E9,"2024-02-16 17:06:56.207 UTC+02:00"
