"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.709808308106554E9,"2024-03-07 12:45:08.107 UTC+02:00"
"PAUSE",5.223577545816079E1,1.709808360341912E9,"2024-03-07 12:46:00.342 UTC+02:00"
"START",5.223577545816079E1,1.709808375020085E9,"2024-03-07 12:46:15.020 UTC+02:00"
"PAUSE",5.235342170856893E1,1.709808375137731E9,"2024-03-07 12:46:15.138 UTC+02:00"
"START",5.235342170856893E1,1.709808375969350E9,"2024-03-07 12:46:15.969 UTC+02:00"
"PAUSE",7.859843572503887E2,1.709809109594452E9,"2024-03-07 12:58:29.594 UTC+02:00"
