"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.314250149E-3,2.265555233E-1,8.243141502E-2,-2.518103421E-2,2.423972521E-1
1.330225030E-2,2.605623083E-1,1.270713982E-1,6.560459018E-2,2.972268813E-1
2.329024998E-2,1.059237733E-2,5.386104226E-2,7.686223447E-2,9.445111656E-2
3.327825014E-2,1.110795557E-2,4.301504195E-3,3.658076584E-2,3.847131457E-2
4.326625029E-2,9.063564330E-2,-3.488916636E-2,3.832849860E-3,9.719446746E-2
5.325425044E-2,1.058287561E-2,-1.087050015E-1,3.571479321E-2,1.149100564E-1
6.324125035E-2,1.702387601E-2,-1.326902801E-1,1.182236838E-1,1.785311239E-1
7.322925003E-2,9.587409072E-2,-1.453462860E-1,1.173325682E-1,2.099626531E-1
8.321725018E-2,7.196913823E-2,-1.175977394E-1,8.508985162E-2,1.620156413E-1
9.320525033E-2,3.594758548E-2,-1.044225007E-1,8.348479092E-2,1.384413156E-1
1.031932500E-1,2.274859250E-3,-7.405264735E-2,-1.048212808E-1,1.283607046E-1
1.131812502E-1,3.510639042E-2,-3.700176537E-2,-3.964166629E-1,3.996845756E-1
1.231692503E-1,8.491187699E-2,6.229068071E-2,-2.773234981E-1,2.966453748E-1
1.331572500E-1,-3.659574933E-2,1.411213803E-1,-1.265869564E-1,1.930770581E-1
1.431452502E-1,-2.185858049E-1,1.522793296E-1,9.360632122E-2,2.823665910E-1
1.531332503E-1,-2.844849486E-1,4.622107029E-2,3.780914891E-1,4.754169196E-1
1.631202502E-1,-1.707617205E-1,-6.331803650E-2,1.301145816E-1,2.238270387E-1
1.731082504E-1,-2.244117513E-2,-1.019742715E-1,2.314795732E-2,1.069494569E-1
1.830962501E-1,7.045675591E-3,-9.093735963E-2,2.497111917E-2,9.456638786E-2
1.930842502E-1,1.864004642E-2,-7.950868428E-2,9.832093120E-3,8.225419297E-2
2.030722504E-1,4.393173918E-2,-5.448903322E-2,-7.901927233E-3,7.043786555E-2
2.130602500E-1,7.797400944E-2,-4.901106924E-2,4.809217930E-2,1.038984541E-1
2.230482502E-1,1.038920121E-1,-6.428311944E-2,5.127306461E-2,1.324945160E-1
2.330362503E-1,7.263338193E-2,-6.984674513E-2,6.249679506E-2,1.185749778E-1
2.430242500E-1,-6.428092673E-2,-4.074661463E-2,1.327195162E-1,1.529927911E-1
2.530122502E-1,-1.047002435E-1,-2.719306111E-2,5.534740448E-2,1.215110643E-1
2.629992501E-1,-6.429876074E-2,-4.093050957E-5,-3.319230437E-2,7.236063417E-2
2.729872502E-1,1.544286199E-2,-4.727239966E-2,-2.367011368E-2,5.507663786E-2
2.829752504E-1,-2.523314752E-2,-6.273857743E-2,1.435427123E-1,1.586737253E-1
2.929632501E-1,-8.891020305E-2,-5.605316341E-2,1.888311517E-1,2.161115110E-1
3.029512502E-1,-8.646102369E-2,-4.310011894E-2,1.996221882E-1,2.217704825E-1
3.129392504E-1,-3.795778513E-2,-3.911787271E-2,1.471925443E-1,1.569606528E-1
3.229272501E-1,2.374773547E-3,-4.504344106E-2,6.211964965E-2,7.676849617E-2
3.329152502E-1,7.896518558E-2,-6.496168882E-2,1.373803318E-2,1.031709993E-1
3.429032504E-1,6.576685041E-2,-4.945984304E-2,2.488282621E-2,8.596923710E-2
3.528912500E-1,1.052454963E-2,-8.136926830E-2,2.337073624E-2,8.531069851E-2
3.628792502E-1,2.106349804E-2,-1.038222840E-1,1.711889327E-2,1.073116681E-1
3.728662501E-1,3.749541655E-2,-7.010109901E-2,5.570993185E-2,9.707557289E-2
3.828542503E-1,4.932206802E-2,-8.043137491E-2,6.113848686E-2,1.124268075E-1
3.928422504E-1,1.869464479E-2,-1.119352958E-1,9.551368296E-2,1.483302525E-1
4.028302501E-1,-7.980521120E-2,-1.341953534E-1,1.167846841E-1,1.949767346E-1
