X[s],a: EMG RMS 1-1,X[s].1,a: EMG RMS 1-2,X[s].2,a: EMG RMS 1-3,X[s].3,a: EMG RMS 1-4
239.0099999999035,6.426676e-06,239.0099999999035,3.219907e-06,239.0099999999035,5.173461e-06,239.0099999999035,3.947135e-06
239.02499999990349,6.446372e-06,239.02499999990349,3.460301e-06,239.02499999990349,5.399948e-06,239.02499999990349,4.024883e-06
239.03999999990347,6.554722e-06,239.03999999990347,4.077044e-06,239.03999999990347,5.189773e-06,239.03999999990347,4.038859e-06
239.05499999990346,6.896133e-06,239.05499999990346,4.447213e-06,239.05499999990346,5.124215e-06,239.05499999990346,4.138769e-06
239.06999999990344,6.965238e-06,239.06999999990344,4.82986e-06,239.06999999990344,5.135199e-06,239.06999999990344,4.145571e-06
239.08499999990343,6.832516e-06,239.08499999990343,4.732634e-06,239.08499999990343,5.104936e-06,239.08499999990343,4.242968e-06
239.09999999990342,6.543968e-06,239.09999999990342,4.726678e-06,239.09999999990342,5.137942e-06,239.09999999990342,4.186148e-06
239.1149999999034,6.640129e-06,239.1149999999034,4.759348e-06,239.1149999999034,5.233022e-06,239.1149999999034,4.172666e-06
239.1299999999034,6.54612e-06,239.1299999999034,4.765263e-06,239.1299999999034,5.342249e-06,239.1299999999034,4.172666e-06
239.14499999990338,6.4921e-06,239.14499999990338,4.762306e-06,239.14499999990338,5.358047e-06,239.14499999990338,4.259536e-06
239.15999999990336,6.196798e-06,239.15999999990336,4.663672e-06,239.15999999990336,5.34752e-06,239.15999999990336,4.236323e-06
239.17499999990335,6.340615e-06,239.17499999990335,4.624239e-06,239.17499999990335,5.302549e-06,239.17499999990335,4.199587e-06
239.18999999990334,6.373853e-06,239.18999999990334,4.636408e-06,239.18999999990334,5.536481e-06,239.18999999990334,4.196231e-06
239.20499999990332,7.59228e-06,239.20499999990332,4.68176e-06,239.20499999990332,5.770695e-06,239.20499999990332,4.118297e-06
239.2199999999033,8.771629e-06,239.2199999999033,4.651575e-06,239.2199999999033,5.709342e-06,239.2199999999033,4.155752e-06
239.2349999999033,1.328026e-05,239.2349999999033,4.648545e-06,239.2349999999033,5.592176e-06,239.2349999999033,4.152361e-06
239.24999999990328,3.108158e-05,239.24999999990328,4.593675e-06,239.24999999990328,5.841057e-06,239.24999999990328,4.11145e-06
239.26499999990327,3.138107e-05,239.26499999990327,4.472482e-06,239.26499999990327,5.741327e-06,239.26499999990327,3.964939e-06
239.27999999990325,3.153601e-05,239.27999999990325,3.996786e-06,239.27999999990325,5.539025e-06,239.27999999990325,3.943564e-06
239.29499999990324,3.151456e-05,239.29499999990324,3.669723e-06,239.29499999990324,5.664756e-06,239.29499999990324,3.939991e-06
239.30999999990323,3.141517e-05,239.30999999990323,2.773325e-06,239.30999999990323,5.644828e-06,239.30999999990323,3.730636e-06
239.3249999999032,3.141383e-05,239.3249999999032,2.727227e-06,239.3249999999032,5.763367e-06,239.3249999999032,3.599965e-06
