Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.01658866694,-0.8527360037,-1.25051536,0.3484145308,1.553170964
0.02657666709,-0.08654580832,-1.161184231,1.064890237,1.577919583
0.036563667,0.3832710989,-0.8029788297,1.269515303,1.550271215
0.04655166669,0.506487574,-0.5095892295,1.40607527,1.579005545
0.05653866706,0.4875696386,-0.5557474422,1.163010024,1.378104382
0.06652566697,-0.03790106714,-0.6505734926,0.9041841924,1.114554357
0.07651366713,-0.3775006279,-0.820076673,0.5724780804,1.069001228
0.08650066704,-0.3258065638,-0.9649174672,0.02468752921,1.018737017
0.09648766695,0.04354889274,-0.7141306803,-0.2845641053,0.7699713401
0.1064756671,0.375447232,-0.3194874778,-0.6824349707,0.8418731269
0.116462667,0.6021426134,0.03194743216,-1.001597636,1.169099734
0.1264506667,0.725270357,0.273331604,-0.9330747002,1.212994498
0.1364376671,0.7741185813,0.3297250754,-0.6069725597,1.037494044
0.146424667,0.7162102425,0.3148623303,-0.3901355839,0.8742431997
0.1564126667,0.458599024,0.388801834,-0.3785925955,0.7105014315
0.166399667,0.4270376542,0.5149291992,-0.7310493064,0.9909320495
0.1763866669,0.8626131204,0.9682878023,-0.8689324987,1.561001714
0.1863746671,1.822907487,1.581599329,-0.1698540133,2.419359115
0.196361667,1.310109013,0.9319865334,0.4837477523,1.678986722
0.2063496667,0.5240480782,0.7686814016,1.346153589,1.636345615
0.2163366671,0.4649816984,0.7180293113,1.363164309,1.609344899
0.226323667,0.4003854606,0.5443117502,0.906125468,1.130330554
0.2363116667,0.2683699492,0.6855819422,1.052331002,1.284307427
0.246298667,0.2725745358,0.9047206745,1.469522822,1.747087205
0.2562861252,0.2388977896,0.7739503276,1.41865497,1.633601294
0.2662741253,0.1300140095,0.8288732243,1.191699972,1.45742351
0.2762611252,0.1057221175,1.020347902,1.147775103,1.539374774
0.2862481251,0.2770055558,1.117580082,0.9635737771,1.501396597
0.2962361253,0.3751131367,0.8811926481,0.5972813845,1.128696328
0.3062231252,0.1383084311,0.4021788016,0.03332445145,0.4265999644
0.3162111253,-0.4279602718,-0.2864524636,-0.8036945289,0.9545312483
0.3261981253,-1.252830858,-0.7364065254,-1.029607553,1.781002931
0.3361851252,-1.75753313,-0.3269856548,-0.4514424706,1.843811983
0.3461731253,-1.016152525,0.2041061255,-0.03248479128,1.036957341
0.3561601252,-0.2003551367,0.7577754673,0.2775076854,0.831490442
0.3661471251,0.128089033,1.452448368,-0.03834428608,1.458589506
0.3761351253,0.02922953669,1.798368184,-0.277229358,1.819845765
0.3861221252,0.006874443535,2.485315451,-0.07072675109,2.486331117
0.3961101254,0.5821893554,2.835205819,0.6256397957,2.961209489
0.4060971253,0.2462787482,2.958949859,0.5729938048,3.023964185
0.4160841252,0.4842943208,2.384016533,-0.7032732779,2.532324845
0.4260721253,0.8742837974,1.507480608,-0.7403592432,1.893410085
0.4360591252,0.01770785406,0.9479611266,-0.5647416294,1.103574634
0.4460461251,0.185935172,0.9678662181,-1.175659305,1.534115937
0.4560341253,0.9034475894,1.560353178,0.09914304972,1.805754394
0.4660211252,1.897922439,1.214601177,-0.1946754438,2.261694969
0.4760091254,2.258491139,0.5822575486,-1.27841418,2.659727222
0.4859961253,2.01152463,-0.0366541484,-1.223707631,2.354789848
0.4959831252,2.005426277,-0.3833130527,-0.4560372126,2.092040484
