"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.709807018374449E9,"2024-03-07 12:23:38.374 UTC+02:00"
"PAUSE",2.256740719168447E2,1.709807244046630E9,"2024-03-07 12:27:24.047 UTC+02:00"
