"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.865708364E-3,-1.016473391E-1,-1.316734493E-2,-9.763312322E-1,9.816966107E-1
1.390270831E-2,-6.546842314E-2,-6.712895930E-3,-7.145361847E-1,7.175605456E-1
2.393870836E-2,-1.103150323E-3,8.322049677E-3,-2.407363003E-1,2.408826265E-1
3.397570830E-2,9.166533798E-2,-2.838823199E-2,2.257937407E-1,2.453390292E-1
4.401270836E-2,1.210462810E-1,-8.050271094E-2,5.297916520E-1,5.493742651E-1
5.404970830E-2,8.590531893E-2,-9.072978348E-2,6.324874699E-1,6.447108011E-1
6.408670836E-2,7.050631106E-2,-7.671196103E-2,5.786071318E-1,5.879133251E-1
7.412270829E-2,6.329135858E-2,-7.600444794E-2,4.167328137E-1,4.283091293E-1
8.415970835E-2,1.039331619E-1,-5.554270148E-2,2.107529479E-1,2.414620030E-1
9.419670829E-2,1.291369271E-1,-2.246500254E-2,2.396773696E-2,1.332496706E-1
1.042337083E-1,1.135996326E-1,-1.567053795E-3,-1.393116671E-1,1.797639362E-1
1.142707083E-1,5.167199090E-2,-6.013276577E-3,-2.899797964E-1,2.946089552E-1
1.243067083E-1,-4.362139821E-2,-2.762224674E-3,-3.555387783E-1,3.582154089E-1
1.343437083E-1,-5.780316196E-2,-2.395838141E-2,-2.701659214E-1,2.773172095E-1
1.443807083E-1,-6.391313687E-2,-4.242798150E-2,-1.890784889E-1,2.040482729E-1
1.544177083E-1,-4.260083981E-2,-2.209516615E-2,-8.271178901E-2,9.562566581E-2
1.644537083E-1,-3.549186811E-2,-4.856989682E-3,3.971662760E-2,5.348526487E-2
1.744907083E-1,-3.536015958E-2,6.580164135E-3,7.834333420E-2,8.620508952E-2
1.845277083E-1,1.412438795E-2,2.530908823E-2,8.956063271E-2,9.413370923E-2
1.945647083E-1,1.806058735E-2,1.687155604E-2,6.198516369E-2,6.673076304E-2
2.046017083E-1,-2.691561073E-2,1.077086359E-2,8.650955558E-2,9.123795707E-2
2.146377084E-1,-4.891890250E-2,1.303841382E-2,7.188157618E-2,8.792053373E-2
2.246747083E-1,1.551244386E-2,-2.021382451E-3,4.296300173E-2,4.572243890E-2
2.347117084E-1,1.048113406E-2,-1.241013050E-2,-4.573165834E-2,4.853091885E-2
2.447487083E-1,2.537231125E-2,-1.346964598E-2,-1.418031657E-1,1.446835282E-1
2.547847084E-1,5.686548784E-2,-4.573370486E-2,-2.470629877E-1,2.576147809E-1
2.648217083E-1,6.059396490E-2,-4.553957731E-2,-3.196035451E-1,3.284690361E-1
2.748587084E-1,4.614425249E-2,-2.624259621E-2,-3.226978916E-1,3.270350060E-1
2.848957083E-1,4.214314900E-2,-1.704346418E-2,-2.920538038E-1,2.955705483E-1
2.949327084E-1,5.035563648E-2,-2.309416294E-2,-2.423741055E-1,2.486246920E-1
3.049687083E-1,8.338041812E-2,-7.111822218E-2,-2.427471578E-1,2.663386534E-1
3.150057084E-1,1.130648316E-1,-3.716665685E-2,-1.930130804E-1,2.267577247E-1
3.250427083E-1,9.900330126E-2,5.776376635E-2,-1.653165740E-1,2.011662894E-1
3.350797084E-1,8.377759025E-2,1.337264067E-1,-1.729746723E-1,2.341402864E-1
3.451157083E-1,1.293138054E-1,1.544550785E-1,-3.016601944E-1,3.627358604E-1
3.551527084E-1,1.372573210E-1,1.696747962E-1,-5.115033156E-1,5.561157707E-1
3.651897083E-1,5.417247958E-2,7.404694632E-2,-6.053341699E-1,6.122475521E-1
3.752267084E-1,2.669063911E-2,-2.930317506E-2,-6.793306839E-1,6.804860354E-1
3.852637083E-1,5.525055997E-2,-5.837333858E-2,-7.329385418E-1,7.373323383E-1
3.952997084E-1,2.563386451E-1,-1.659148903E-1,-6.845814836E-1,7.495925957E-1
4.053367083E-1,2.959940962E-1,-3.900195166E-2,-7.321532607E-1,7.906845480E-1
4.153737084E-1,3.538503948E-1,1.094087139E-2,-6.939387828E-1,7.790255701E-1
4.254107083E-1,5.237389798E-1,-1.904863523E-1,-4.111896533E-1,6.925781547E-1
