Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.003865708364,-0.1016473391,-0.01316734493,-0.9763312322,0.9816966107
0.01390270831,-0.06546842314,-0.00671289593,-0.7145361847,0.7175605456
0.02393870836,-0.001103150323,0.008322049677,-0.2407363003,0.2408826265
0.0339757083,0.09166533798,-0.02838823199,0.2257937407,0.2453390292
0.04401270836,0.121046281,-0.08050271094,0.529791652,0.5493742651
0.0540497083,0.08590531893,-0.09072978348,0.6324874699,0.6447108011
0.06408670836,0.07050631106,-0.07671196103,0.5786071318,0.5879133251
0.07412270829,0.06329135858,-0.07600444794,0.4167328137,0.4283091293
0.08415970835,0.1039331619,-0.05554270148,0.2107529479,0.241462003
0.09419670829,0.1291369271,-0.02246500254,0.02396773696,0.1332496706
0.1042337083,0.1135996326,-0.001567053795,-0.1393116671,0.1797639362
0.1142707083,0.0516719909,-0.006013276577,-0.2899797964,0.2946089552
0.1243067083,-0.04362139821,-0.002762224674,-0.3555387783,0.3582154089
0.1343437083,-0.05780316196,-0.02395838141,-0.2701659214,0.2773172095
0.1443807083,-0.06391313687,-0.0424279815,-0.1890784889,0.2040482729
0.1544177083,-0.04260083981,-0.02209516615,-0.08271178901,0.09562566581
0.1644537083,-0.03549186811,-0.004856989682,0.0397166276,0.05348526487
0.1744907083,-0.03536015958,0.006580164135,0.0783433342,0.08620508952
0.1845277083,0.01412438795,0.02530908823,0.08956063271,0.09413370923
0.1945647083,0.01806058735,0.01687155604,0.06198516369,0.06673076304
0.2046017083,-0.02691561073,0.01077086359,0.08650955558,0.09123795707
0.2146377084,-0.0489189025,0.01303841382,0.07188157618,0.08792053373
0.2246747083,0.01551244386,-0.002021382451,0.04296300173,0.0457224389
0.2347117084,0.01048113406,-0.0124101305,-0.04573165834,0.04853091885
0.2447487083,0.02537231125,-0.01346964598,-0.1418031657,0.1446835282
0.2547847084,0.05686548784,-0.04573370486,-0.2470629877,0.2576147809
0.2648217083,0.0605939649,-0.04553957731,-0.3196035451,0.3284690361
0.2748587084,0.04614425249,-0.02624259621,-0.3226978916,0.327035006
0.2848957083,0.042143149,-0.01704346418,-0.2920538038,0.2955705483
0.2949327084,0.05035563648,-0.02309416294,-0.2423741055,0.248624692
0.3049687083,0.08338041812,-0.07111822218,-0.2427471578,0.2663386534
0.3150057084,0.1130648316,-0.03716665685,-0.1930130804,0.2267577247
0.3250427083,0.09900330126,0.05776376635,-0.165316574,0.2011662894
0.3350797084,0.08377759025,0.1337264067,-0.1729746723,0.2341402864
0.3451157083,0.1293138054,0.1544550785,-0.3016601944,0.3627358604
0.3551527084,0.137257321,0.1696747962,-0.5115033156,0.5561157707
0.3651897083,0.05417247958,0.07404694632,-0.6053341699,0.6122475521
0.3752267084,0.02669063911,-0.02930317506,-0.6793306839,0.6804860354
0.3852637083,0.05525055997,-0.05837333858,-0.7329385418,0.7373323383
0.3952997084,0.2563386451,-0.1659148903,-0.6845814836,0.7495925957
0.4053367083,0.2959940962,-0.03900195166,-0.7321532607,0.790684548
0.4153737084,0.3538503948,0.01094087139,-0.6939387828,0.7790255701
0.4254107083,0.5237389798,-0.1904863523,-0.4111896533,0.6925781547
0.4354477084,0.3859886654,-0.09787785843,-0.1592518419,0.428868831
0.4454837083,0.3957864793,-0.05124894485,0.08469224095,0.4079781455
0.4555207083,0.3574622199,-0.01407746404,0.373666901,0.5173049067
