Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),Labels
0.0117465416,0.3863471729,0.1415616757,-1.716531431,1.76515835,freestyle
0.02173454175,0.0310943234,0.1042868453,-1.353331046,1.357699349,freestyle
0.03172254143,-0.2738654548,-0.008727554083,-0.6881804448,0.7407231481,freestyle
0.04171054158,-0.3645493376,-0.04754780352,0.1528690213,0.3981531751,freestyle
0.05169854173,-0.2747252879,-0.005284128785,0.7934560543,0.8396870941,freestyle
0.06168754166,-0.3162966523,0.1124469271,1.087784425,1.138403636,freestyle
0.07167554181,-0.33424088,0.2299163201,1.101503162,1.173834612,freestyle
0.0816635415,-0.1670444262,0.2395308968,0.8856999743,0.9326003085,freestyle
0.09165154165,0.006413226128,0.1340719771,0.5316697776,0.5483513262,freestyle
0.1016395418,0.1120703664,0.03679535866,0.1820097899,0.2168899008,freestyle
0.1116285417,0.1442981726,0.04776239634,-0.1060731697,0.1853502804,freestyle
0.1216165419,0.1094037437,-0.008563247323,-0.2637357384,0.2856554709,freestyle
0.1316045416,-0.01423329234,-0.0966562289,-0.23903593,0.2582308832,freestyle
0.1415925417,-0.09696291536,-0.08335907578,-0.1376715231,0.1878935623,freestyle
0.1515805419,-0.198341648,0.03924212605,-0.07458298981,0.215504005,freestyle
0.1615685415,-0.3301054367,0.1385874894,-0.07583955646,0.3659613776,freestyle
0.1715575415,-0.2270242873,0.1358524543,-0.06024269342,0.2713394525,freestyle
0.1815455416,-0.05032727748,0.09547713786,-0.0002344733477,0.1079294848,freestyle
0.1915335418,0.05005976737,0.02639842451,0.02549152136,0.06206991853,freestyle
0.2015215415,0.06619720548,-0.006322594285,0.04729344964,0.08160095337,freestyle
0.2115095416,0.08424375951,-0.02419051588,0.10033939,0.1332298212,freestyle
0.2214985415,0.08356957555,-0.01529923975,0.1065619969,0.1362842613,freestyle
0.2314865417,0.05167769194,-0.05759448946,0.0481763792,0.09115192029,freestyle
0.2414745418,0.0280385685,-0.0613171193,-0.03034354091,0.07393700641,freestyle
0.2514625415,-0.01815268099,-0.03145100355,-0.09635334313,0.1029691807,freestyle
0.2614505417,-0.05090410531,-0.02744098306,-0.1326212829,0.1446811673,freestyle
