"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.173250128E-3,6.728914377E-1,4.179947890E-1,-1.914915179E0,2.072294061E0
1.816124981E-2,4.073781458E-1,2.128557529E-1,-5.901273161E-1,7.480072021E-1
2.814924996E-2,2.968577300E-1,-1.409354389E-2,9.190600938E-1,9.659164538E-1
3.813725011E-2,1.471849430E-1,-2.784647284E-1,1.960252150E0,1.985395302E0
4.812625004E-2,9.472781718E-3,-3.646858701E-1,2.378460801E0,2.406275400E0
5.811425019E-2,-3.798248962E-2,-3.411515580E-1,2.188383608E0,2.215141050E0
6.810224988E-2,7.398555055E-2,-2.967498489E-1,1.677333452E0,1.704987344E0
7.809025003E-2,1.352887827E-1,-1.426510119E-1,1.030248408E0,1.048839429E0
8.807825018E-2,6.000120342E-2,8.075589538E-2,3.957541734E-1,4.083417990E-1
9.806624986E-2,-5.496426567E-2,2.707304701E-1,-3.474181652E-2,2.784296173E-1
1.080542500E-1,-1.216185772E-1,4.242666587E-1,-2.295517462E-1,4.974809345E-1
1.180427498E-1,-1.418994986E-1,4.129565357E-1,-3.387531763E-1,5.526502352E-1
1.280307500E-1,1.781500429E-3,3.172446321E-1,-3.277685970E-1,4.561574109E-1
1.380187501E-1,1.754848820E-1,1.871734661E-1,-2.760324329E-1,3.768590642E-1
1.480067498E-1,2.632685459E-1,7.949333534E-2,-3.311588126E-1,4.304598434E-1
1.579947500E-1,3.811150843E-1,2.009848818E-2,-2.748454481E-1,4.703112555E-1
1.679827501E-1,3.524780533E-1,2.763832659E-3,-2.059857130E-2,3.530902405E-1
1.779707503E-1,1.856213227E-1,-6.402262598E-3,2.315678662E-1,2.968500313E-1
1.879587499E-1,1.898854047E-2,-2.119615674E-4,3.969054902E-1,3.973595069E-1
1.979467501E-1,-8.586972401E-2,8.420341372E-2,5.694252491E-1,5.819870606E-1
2.079347502E-1,-2.069534272E-1,1.187206972E-1,6.013545549E-1,6.469556597E-1
2.179227499E-1,-2.156437053E-1,1.298944339E-1,3.737434995E-1,4.506206553E-1
2.279107501E-1,-1.228777751E-1,1.276643059E-1,-9.993476272E-3,1.774739197E-1
2.378987502E-1,4.606319547E-2,1.278721744E-1,-3.146989006E-1,3.427951414E-1
2.478867499E-1,2.047316314E-1,1.459473798E-1,-4.323472184E-1,5.001397763E-1
2.578747501E-1,2.595997104E-1,1.758551569E-1,-4.661873943E-1,5.618253576E-1
2.678627502E-1,2.989039631E-1,2.043144326E-1,-4.706529129E-1,5.938031079E-1
2.778507499E-1,2.331713189E-1,1.694621037E-1,-4.188237780E-1,5.084285846E-1
2.878387501E-1,1.208787583E-1,2.093196492E-1,-2.830233639E-1,3.721943233E-1
2.978267502E-1,1.004576500E-1,3.043215546E-1,-4.096968591E-2,3.230818212E-1
3.078147499E-1,1.057363701E-1,2.660665847E-1,1.732658637E-1,3.346530546E-1
3.178027500E-1,-5.230919123E-2,-6.156825721E-2,2.727948296E-1,2.845064513E-1
3.277907502E-1,-4.109304754E-1,-7.206862861E-1,-2.973893881E-2,8.301427486E-1
3.377787499E-1,-2.912270075E-1,-7.768549320E-1,-2.065575707E-1,8.549753127E-1
3.477667500E-1,-1.326573895E-1,-3.520267944E-1,-1.502447909E-1,4.050856010E-1
3.577547502E-1,-4.161065769E-1,-1.626723169E-1,1.366979617E-1,4.672186841E-1
3.677427499E-1,9.795735133E-1,6.781893075E-2,1.490338326E-1,9.931640139E-1
3.777307500E-1,1.175729033E0,3.243137696E-1,4.968466848E-1,1.316956647E0
3.877197499E-1,1.081660198E0,5.172452813E-1,7.544720829E-1,1.416601422E0
3.977077501E-1,1.254001324E0,5.280643845E-1,1.155909165E0,1.785356355E0
4.076957502E-1,7.167476016E-1,4.897733080E-1,1.389037068E0,1.637995420E0
4.176837499E-1,-3.361488265E-1,2.703986406E-1,1.266987551E0,1.338420305E0
4.276717501E-1,-1.342564860E0,-1.076314527E-1,9.454807377E-1,1.645599817E0
4.376597502E-1,-1.787553467E0,-3.311143738E-1,4.348170823E-1,1.869237818E0
4.476477499E-1,-1.411762272E0,-2.302773857E-1,6.625012279E-2,1.431953025E0
4.576357501E-1,-5.265072709E-1,4.045951635E-2,-2.358345795E-1,5.783293419E-1
4.676237502E-1,5.142605701E-1,2.767833616E-1,-5.639715511E-1,8.118724491E-1
4.776117499E-1,1.320032322E0,3.516112036E-1,-8.953320926E-1,1.633320338E0
4.875997500E-1,1.632051152E0,3.529373521E-1,-1.189364009E0,2.050059141E0
4.975877502E-1,1.338750137E0,-3.601880457E-1,-1.162686673E0,1.809372172E0
5.075757499E-1,1.108692899E0,-1.275537643E0,1.079454482E-2,1.690062941E0
5.175637500E-1,2.090227276E0,-5.504101038E-1,8.363114673E-1,2.317632028E0
5.275517502E-1,1.344515784E0,-1.256879470E-1,-3.821243137E-1,1.403402702E0
5.375397499E-1,9.734982562E-1,2.102739148E-1,1.180377424E-1,1.002919181E0
5.475277500E-1,8.555140159E-1,1.923771957E-1,5.067816889E-1,1.012788673E0
5.575157502E-1,9.141671437E-1,4.353580959E-1,2.239132762E-2,1.012788038E0
5.675037499E-1,8.672682349E-1,8.999044691E-1,-1.426751609E0,1.896734668E0
5.774917500E-1,1.872325230E-1,4.164292701E-1,-2.328706259E0,2.373044920E0
5.874797502E-1,-6.405510727E-1,-2.658006095E-1,-2.430645447E0,2.527645728E0
5.974677498E-1,-9.915763852E-1,-8.763447216E-1,-1.878256645E0,2.297618729E0
6.074557500E-1,-9.236887497E-1,-1.012170498E0,-9.527160823E-1,1.668939171E0
6.174437501E-1,-8.014423276E-1,-4.722755152E-1,3.185153782E-2,9.307891744E-1
6.274317498E-1,-7.117621194E-1,4.459799286E-1,8.546179301E-1,1.198280108E0
6.374197500E-1,-6.983765271E-1,1.163711251E0,1.474081897E0,2.003714323E0
6.474077501E-1,-5.817054252E-1,1.491991918E0,1.380620002E0,2.114363421E0
6.573957498E-1,-6.625671552E-1,9.710298541E-1,1.015492374E0,1.553421699E0
6.673837500E-1,-1.048372584E0,6.680381025E-1,1.024780676E0,1.611066546E0
6.773717501E-1,-1.496119321E0,8.223113327E-1,1.467921855E0,2.251524711E0
6.873597498E-1,-1.953460902E0,1.048891085E0,4.944522500E-2,2.217797744E0
6.973477500E-1,-1.350904598E0,8.055763091E-1,-1.341940085E0,2.067534671E0
7.073357501E-1,-5.427990755E-1,1.871779246E-1,-1.752604659E0,1.844258523E0
7.173237503E-1,1.744190808E-1,-6.859149411E-1,-1.275875904E0,1.459027294E0
7.273127502E-1,1.553966849E0,-1.282164292E0,2.138071826E0,2.937704779E0
7.373007499E-1,6.906304282E-1,-1.582538830E0,-1.173840821E0,2.087894109E0
7.472887500E-1,1.047290410E0,-1.994867375E0,-1.828565252E0,2.901717410E0
